# time	left pressure 1[N/cm²]	left pressure 2[N/cm²]	left pressure 3[N/cm²]	left pressure 4[N/cm²]	left pressure 5[N/cm²]	left pressure 6[N/cm²]	left pressure 7[N/cm²]	left pressure 8[N/cm²]	left pressure 9[N/cm²]	left pressure 10[N/cm²]	left pressure 11[N/cm²]	left pressure 12[N/cm²]	left pressure 13[N/cm²]	left pressure 14[N/cm²]	left pressure 15[N/cm²]	left pressure 16[N/cm²]	left acceleration X[g]	left acceleration Y[g]	left acceleration Z[g]	left angular X[dps]	left angular Y[dps]	left angular Z[dps]	left total force[N]	left center of pressure X[%]	left center of pressure Y[%]	right pressure 1[N/cm²]	right pressure 2[N/cm²]	right pressure 3[N/cm²]	right pressure 4[N/cm²]	right pressure 5[N/cm²]	right pressure 6[N/cm²]	right pressure 7[N/cm²]	right pressure 8[N/cm²]	right pressure 9[N/cm²]	right pressure 10[N/cm²]	right pressure 11[N/cm²]	right pressure 12[N/cm²]	right pressure 13[N/cm²]	right pressure 14[N/cm²]	right pressure 15[N/cm²]	right pressure 16[N/cm²]	right acceleration X[g]	right acceleration Y[g]	right acceleration Z[g]	right angular X[dps]	right angular Y[dps]	right angular Z[dps]	right total force[N]	right center of pressure X[%]	right center of pressure Y[%]	right steps[]	left steps[]
10.89	0.50	1.00	1.25	1.50	0.75	0.75	1.00	2.25	10.75	9.00	8.75	4.00	5.25	7.00	1.75	2.75	-0.199219	0.052246	0.960938	13.930000	35.980000	-6.720000	617.00	0.19	-0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.047363	0.115723	3.065430	84.139999	-465.920013	15.470000	0.00	0.00	0.00		
10.90	0.75	1.00	1.00	1.25	0.50	0.75	1.25	2.25	11.50	9.75	9.50	4.50	5.25	7.50	1.75	2.75	-0.203125	0.054199	0.961914	18.410000	45.849998	-7.420000	650.00	0.20	-0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.293457	0.153320	3.213379	89.459999	-468.860016	23.590000	0.00	0.00	0.00		
10.91	0.75	0.25	1.00	0.50	0.75	0.50	1.00	2.00	12.25	10.25	10.00	5.00	5.50	8.25	1.75	3.25	-0.220215	0.049316	0.956543	21.700001	54.740002	-7.490000	664.00	0.21	-0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.712891	0.194336	3.242188	99.540001	-472.709991	31.430000	0.00	0.00	0.00		
10.92	0.50	1.00	0.75	1.00	0.50	0.50	1.00	2.00	12.75	10.75	11.00	5.75	5.75	8.75	2.00	3.25	-0.229980	0.052734	0.973633	22.540001	66.919998	-7.140000	708.00	0.21	-0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2.205078	0.171387	3.096191	112.279999	-471.730011	37.869999	0.00	0.00	0.00		
10.93	0.50	0.50	0.75	1.00	0.25	0.50	1.00	1.75	13.50	11.50	11.50	6.75	5.75	9.50	2.50	3.75	-0.234375	0.057129	0.965332	21.139999	81.760002	-6.790000	745.00	0.22	-0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2.940918	0.193848	2.914551	120.400002	-459.410004	43.470001	0.00	0.00	0.00		
10.94	0.75	0.75	1.00	1.00	0.25	0.50	1.00	1.50	14.25	12.00	12.50	7.50	6.00	10.00	2.50	4.25	-0.248535	0.067871	0.960449	19.740000	94.919998	-7.070000	791.00	0.22	-0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3.886230	0.226074	2.601074	117.110001	-427.000000	46.270000	0.00	0.00	0.00		
10.95	0.50	0.00	0.50	1.00	0.00	0.50	1.00	1.75	15.00	12.75	13.50	8.00	6.00	10.75	3.00	5.00	-0.257324	0.063477	0.998535	17.990000	106.470001	-7.630000	826.00	0.24	-0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-4.621094	0.307617	1.911621	107.590004	-374.010010	43.680000	0.00	0.00	0.00		
10.96	0.75	0.50	0.75	1.00	0.00	0.25	1.00	1.75	15.50	13.25	14.25	8.50	6.50	11.25	3.25	5.25	-0.278809	0.061035	0.992676	14.980000	121.449997	-7.910000	871.00	0.23	-0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-5.067871	0.279785	0.966797	116.199997	-308.070007	46.200001	0.00	0.00	0.00		
10.97	0.50	0.25	0.75	1.00	0.00	0.00	1.00	1.50	16.00	13.75	15.00	9.25	6.50	12.50	4.00	5.25	-0.313965	0.071289	0.988281	11.340000	140.210007	-8.890000	905.00	0.24	-0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-5.653320	0.069336	0.129395	131.880005	-235.199997	59.360001	0.00	0.00	0.00		
10.98	0.25	1.00	0.75	0.50	0.00	0.25	1.00	1.50	16.50	14.25	15.75	9.50	6.75	13.25	4.50	6.00	-0.343750	0.082520	1.024902	7.280000	165.339996	-10.430000	947.00	0.24	-0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-6.245605	-0.271973	-0.111816	148.680008	-158.690002	75.250000	0.00	0.00	0.00		
10.99	0.50	0.25	0.50	0.75	0.00	0.25	1.00	1.25	17.25	14.50	16.25	10.00	6.50	14.00	5.25	6.25	-0.375977	0.086426	1.065918	3.360000	193.339996	-13.020000	975.00	0.25	-0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-5.964844	-0.893066	-0.418945	155.960007	-72.169998	88.550003	0.00	0.00	0.00		
11.00	0.25	0.00	0.50	0.75	0.00	0.50	1.00	1.25	17.50	15.00	17.00	10.50	6.50	14.75	5.50	6.50	-0.407715	0.083984	1.112793	-1.050000	221.619995	-16.660000	1005.00	0.25	-0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-5.834473	-1.254395	-0.230957	109.550003	4.900000	90.160004	0.00	0.00	0.00		
11.01	0.25	1.00	0.50	0.25	0.00	0.50	1.00	1.25	17.75	15.25	17.25	10.75	6.50	15.50	6.00	7.00	-0.459961	0.083496	1.116211	-4.900000	251.509995	-18.690001	1034.00	0.25	-0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-5.057617	-1.274414	-0.025879	47.040001	75.459999	77.489998	0.00	0.00	0.00		
11.02	0.25	0.25	0.50	1.00	0.00	0.25	1.00	1.25	18.00	15.50	17.75	10.75	6.25	16.25	6.25	7.25	-0.479980	0.077637	1.106445	-6.440000	282.730011	-22.610001	1052.00	0.25	-0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3.233398	-0.210938	-0.052734	-6.650000	130.199997	51.310001	2.00	0.00	0.00		
11.03	0.50	0.25	0.25	0.00	0.00	0.25	1.25	1.00	17.75	15.75	17.75	11.00	5.75	16.00	6.75	7.50	-0.512207	0.066406	1.146973	-7.140000	318.640015	-25.969999	1043.00	0.26	-0.00	1.75	3.75	0.75	1.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.157715	-0.658203	-1.094238	58.869999	434.839996	89.879997	75.00	-0.37	-0.07	221.00	
11.04	0.00	0.25	0.50	0.25	0.00	0.25	1.25	1.00	17.50	16.00	18.00	10.50	5.50	16.50	6.50	7.75	-0.577148	0.138184	1.144043	-8.680000	361.410004	-32.619999	1041.00	0.26	0.00	15.25	20.75	1.50	5.00	0.25	0.00	0.00	0.00	0.00	0.50	1.00	0.75	0.00	0.00	0.00	0.00	1.378906	-0.088867	0.555176	-163.380005	291.899994	27.020000	447.00	-0.35	-0.06		
11.05	0.00	0.25	0.50	0.25	0.00	0.25	1.50	0.75	17.00	16.25	18.00	10.50	5.50	16.25	6.50	7.50	-0.657715	0.150879	1.171875	-12.810000	407.679993	-43.959999	1034.00	0.26	0.00	26.25	27.50	3.75	9.75	0.25	0.50	0.00	0.00	0.00	0.25	0.50	0.50	0.00	0.00	0.00	0.00	0.218262	-0.341309	0.829590	-64.680000	315.070007	27.580000	695.00	-0.37	-0.05		
11.06	0.25	0.50	0.00	0.25	0.00	0.25	2.00	0.75	16.00	16.00	17.50	10.25	5.25	16.00	6.25	7.50	-0.696289	0.182129	1.132812	-23.590000	457.940002	-58.730000	1010.00	0.26	0.00	28.25	26.50	7.50	13.75	0.75	4.75	0.00	0.00	0.00	0.00	0.50	0.50	0.00	0.00	0.00	0.00	-2.184082	-1.976074	1.586914	-91.419998	634.760010	1.960000	841.00	-0.35	-0.06		
11.07	0.00	0.00	0.25	0.00	0.00	0.00	2.25	0.50	14.25	14.75	16.75	9.75	4.25	15.75	6.00	7.00	-0.767578	0.089844	1.256348	-39.480000	508.690002	-71.750000	935.00	0.27	0.01	28.50	25.25	10.00	16.00	2.25	8.75	0.00	0.75	0.00	0.00	0.75	0.75	0.00	0.00	0.00	0.25	-1.764648	0.758301	8.980469	-184.589996	675.150024	-58.310001	963.00	-0.32	-0.07		
11.08	0.00	0.00	0.00	0.00	0.00	0.00	2.25	0.00	11.50	12.50	14.50	9.00	3.00	15.75	5.25	6.25	-1.070312	0.091309	1.455566	-55.860001	562.799988	-76.230003	811.00	0.27	0.01	26.25	22.25	11.00	16.50	3.00	10.25	0.00	1.25	0.00	0.00	1.00	1.00	0.25	0.00	0.00	0.25	-0.267090	0.527344	1.653320	-100.870003	239.190002	6.650000	968.00	-0.31	-0.08		
11.09	0.00	0.00	0.00	0.00	0.00	0.00	2.25	0.00	8.75	10.00	12.00	7.75	1.75	15.25	4.00	5.25	-2.891113	0.074707	3.120117	-70.209999	646.380005	-71.400002	676.00	0.28	0.02	23.50	20.25	11.50	16.25	4.50	12.00	0.00	2.25	0.00	0.25	0.75	1.25	0.50	0.00	0.25	0.50	-0.099121	-0.185059	1.428711	-103.320000	200.970001	24.639999	984.00	-0.28	-0.09		
11.10	0.50	0.00	0.25	0.00	0.00	0.00	1.75	0.00	6.50	7.75	9.50	6.00	1.00	14.00	3.50	3.50	-4.101562	0.471191	3.693848	-34.299999	673.190002	-53.270000	547.00	0.27	0.03	22.75	19.25	12.25	16.50	6.25	13.75	0.25	3.50	0.00	0.00	0.75	1.00	1.00	0.00	0.00	0.75	-0.194336	-0.066895	1.475098	-116.970001	171.570007	7.700000	1037.00	-0.27	-0.09		
11.11	0.50	0.25	0.25	0.00	0.00	0.00	1.50	0.00	4.75	5.75	7.50	5.00	0.75	11.75	2.25	2.75	-3.501465	0.783691	3.739258	13.020000	699.650024	-26.040001	431.00	0.27	0.02	22.75	18.75	13.25	17.00	7.50	14.75	0.25	5.00	0.00	0.00	0.75	1.25	1.25	0.00	0.25	1.00	-0.295410	0.165527	1.410156	-162.259995	97.160004	-3.920000	1105.00	-0.26	-0.10		
11.12	0.25	0.25	0.00	0.00	0.00	0.00	1.00	0.00	3.50	4.50	6.00	4.00	0.50	9.75	2.00	2.25	-2.584961	1.494629	4.338867	78.400002	685.510010	-21.000000	338.00	0.28	0.02	22.75	18.25	13.75	16.75	8.25	15.25	0.50	5.50	0.00	0.25	0.75	1.00	1.25	0.00	0.25	1.00	-0.204102	0.034668	1.165527	-150.500000	28.910000	1.120000	1128.00	-0.25	-0.10		
11.13	0.50	0.50	0.25	0.00	0.00	0.00	0.50	0.00	3.00	3.75	4.50	3.25	0.25	7.25	1.50	1.50	-2.527344	1.635742	4.845703	154.979996	620.059998	-34.509998	268.00	0.26	0.02	23.00	18.25	14.00	16.75	9.00	15.75	0.50	5.75	0.00	0.00	0.50	1.25	1.25	0.25	0.25	1.25	-0.163086	0.033691	1.055176	-96.879997	-2.870000	-1.050000	1152.00	-0.25	-0.10		
11.14	0.25	0.00	0.00	0.00	0.00	0.00	0.25	0.00	3.25	3.25	3.50	2.00	0.25	2.75	0.75	1.00	-1.009277	0.868652	5.941406	176.399994	493.570007	-81.199997	179.00	0.26	0.03	23.75	18.25	14.25	16.75	9.25	16.00	0.50	6.00	0.00	0.00	0.50	0.75	1.75	0.25	0.50	1.25	-0.146484	0.087891	1.021973	-55.860001	-8.190000	-0.700000	1174.00	-0.25	-0.10		
11.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.25	2.00	2.50	1.00	0.25	2.00	0.50	0.50	3.178711	1.206543	6.970215	198.169998	413.140015	-141.680008	114.00	0.27	0.03	23.50	18.00	14.25	16.75	9.50	16.25	0.50	6.25	0.00	0.00	0.50	0.75	1.50	0.50	0.25	1.50	-0.124512	0.031738	1.015137	-34.090000	-7.840000	1.540000	1177.00	-0.25	-0.10		
11.16	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	1.00	2.00	2.25	1.00	0.25	0.75	0.25	0.50	3.328125	0.248535	2.642090	14.980000	219.940002	-73.709999	84.00	0.24	-0.03	23.25	18.00	14.50	16.75	10.00	16.50	0.50	6.50	0.00	0.00	0.50	1.00	1.50	0.50	0.50	1.25	-0.132324	0.040527	1.002441	-17.290001	-9.240000	1.610000	1193.00	-0.24	-0.10		
11.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.25	1.75	2.25	1.00	0.25	0.00	0.50	0.25	1.818359	1.912109	5.759766	-177.800003	-68.669998	38.920002	77.00	0.25	-0.03	22.75	17.75	14.00	16.50	10.00	17.00	0.50	6.75	0.00	0.00	0.00	1.00	2.00	0.50	0.75	1.50	-0.127441	0.048828	0.997070	-8.260000	-8.890000	2.590000	1189.00	-0.24	-0.10		
11.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	1.00	2.00	1.00	0.00	0.00	0.25	0.25	1.170410	1.223145	3.075684	-173.460007	-195.930008	131.600006	52.00	0.24	-0.07	21.25	16.75	13.75	16.25	9.75	17.25	0.50	7.50	0.00	0.00	0.50	1.00	2.00	0.25	0.50	1.25	-0.120117	0.042480	0.999023	-3.570000	-7.490000	3.780000	1170.00	-0.24	-0.11		
11.19	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.50	1.50	1.75	1.00	0.25	0.25	0.25	0.00	0.719238	0.955566	2.083984	-174.509995	-253.540009	159.880005	60.00	0.22	-0.06	19.25	15.75	12.75	15.75	9.50	17.25	0.50	7.50	0.00	0.00	0.50	1.25	2.25	0.25	0.50	1.50	-0.124512	0.039551	0.989258	0.210000	-5.880000	4.970000	1126.00	-0.23	-0.12		
11.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	1.25	1.25	0.75	0.00	0.00	0.00	0.00	0.688477	0.753418	1.382324	-128.309998	-259.209991	153.930008	41.00	0.00	0.00	16.50	14.50	11.75	15.25	9.00	17.25	0.50	8.00	0.00	0.00	0.50	1.25	2.75	0.25	0.50	1.50	-0.126953	0.040039	0.986328	2.660000	-4.690000	6.580000	1076.00	-0.22	-0.13		
11.21	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.50	0.75	0.00	0.00	0.00	0.00	0.544922	0.477051	1.375000	-54.459999	-282.519989	130.130005	37.00	0.00	0.00	13.50	13.00	10.75	14.50	8.50	17.00	0.50	8.50	0.00	0.00	0.50	1.25	3.00	0.00	0.50	1.75	-0.102051	0.035156	0.993652	4.130000	-3.640000	7.210000	1013.00	-0.21	-0.14		
11.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.25	0.50	0.00	0.00	0.00	0.00	0.419434	0.115723	1.461426	7.560000	-313.529999	99.330002	29.00	0.00	0.00	10.75	11.50	9.50	13.50	7.75	16.75	0.50	9.00	0.00	0.00	0.50	1.25	3.50	0.00	0.50	1.75	-0.123047	0.040039	0.997070	7.350000	-2.310000	7.630000	947.00	-0.19	-0.16		
11.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.25	0.00	0.00	0.00	0.00	0.00	0.293457	-0.218750	1.526855	43.400002	-343.700012	74.410004	23.00	0.00	0.00	8.50	9.75	8.00	12.50	7.00	16.75	0.50	9.50	0.00	0.25	0.50	1.50	4.00	0.00	0.50	1.75	-0.111816	0.029297	1.009277	13.790000	-0.910000	8.400000	888.00	-0.18	-0.17		
11.24	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	1.00	0.25	0.00	0.00	0.00	0.00	0.182129	-0.413086	1.529785	46.060001	-371.910004	56.630001	23.00	0.00	0.00	6.75	8.00	7.00	11.25	6.00	16.50	0.25	10.00	0.00	0.00	0.75	1.50	5.00	0.00	0.00	1.75	-0.124023	0.050293	0.979004	22.049999	2.870000	8.960000	823.00	-0.17	-0.19		
11.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	1.00	0.25	0.00	0.25	0.00	0.00	0.053223	-0.446289	1.499512	26.880001	-393.610016	42.980000	20.00	0.00	0.00	5.50	7.25	6.00	10.00	5.50	16.25	0.50	10.50	0.00	0.00	0.75	1.75	5.50	0.00	0.50	1.75	-0.124023	0.050293	0.979004	22.049999	2.870000	8.960000	794.00	-0.15	-0.20		
11.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.75	0.25	0.00	0.25	0.00	0.00	-0.076172	-0.413574	1.501465	0.630000	-411.179993	29.820000	18.00	0.00	0.00	3.75	6.25	4.75	9.00	4.75	16.25	0.25	10.75	0.00	0.25	0.75	1.75	6.50	0.00	0.25	1.75	-0.133789	0.059082	1.001953	19.950001	4.060000	8.680000	742.00	-0.13	-0.22		
11.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.00	0.00	0.00	0.00	0.00	-0.224609	-0.269043	1.374023	-33.459999	-432.809998	-2.030000	8.00	0.00	0.00	3.25	5.00	4.00	8.00	3.75	15.50	0.25	11.00	0.00	0.25	0.75	2.00	7.00	0.00	0.25	2.00	-0.130859	0.088379	0.963379	1.960000	3.360000	4.130000	699.00	-0.11	-0.24		
11.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.75	0.00	0.00	0.00	0.00	0.00	-0.224609	-0.269043	1.374023	-33.459999	-432.809998	-2.030000	10.00	0.00	0.00	2.25	4.25	3.00	7.50	3.00	15.25	0.25	11.00	0.00	0.50	1.25	2.50	7.75	0.00	0.25	2.00	-0.112305	0.083008	0.955078	-14.840000	0.350000	0.280000	674.00	-0.09	-0.25		
11.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.25	0.00	0.00	-0.312988	-0.192871	1.291504	-32.410000	-438.200012	-19.110001	7.00	0.00	0.00	1.75	3.50	2.50	6.50	2.75	14.50	0.25	11.00	0.00	0.75	1.25	2.50	8.00	0.00	0.25	2.00	-0.112305	0.074219	0.991211	-34.299999	-4.830000	-3.920000	639.00	-0.08	-0.26		
11.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	-0.444824	-0.126953	1.268066	-19.950001	-439.250000	-36.959999	5.00	0.00	0.00	1.75	3.25	2.25	6.00	2.25	14.00	0.50	11.00	0.00	0.75	1.50	3.00	8.25	0.00	0.25	2.00	-0.128906	0.055176	0.986816	-42.910000	-10.010000	-7.560000	631.00	-0.07	-0.26		
11.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	-0.510742	-0.125977	1.510254	18.969999	-437.290009	-76.019997	5.00	0.00	0.00	1.75	3.00	1.75	5.25	2.25	13.50	0.50	11.00	0.25	0.75	1.75	3.00	8.75	0.00	0.25	2.25	-0.135254	0.055664	1.002441	-30.940001	-11.340000	-8.190000	621.00	-0.06	-0.27		
11.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.25	0.00	0.00	0.00	0.00	0.00	-0.606445	-0.106445	1.721191	34.299999	-439.880005	-96.110001	5.00	0.00	0.00	1.50	2.50	1.50	5.00	1.75	12.50	0.50	10.75	0.00	1.00	2.25	4.00	8.75	0.00	0.25	2.25	-0.151367	0.036133	1.024902	-16.309999	-10.010000	-6.230000	603.00	-0.04	-0.27		
11.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	-0.729492	-0.063965	1.909180	47.180000	-444.640015	-114.730003	5.00	0.00	0.00	1.50	2.25	1.25	4.25	1.75	11.75	0.50	10.50	0.50	1.25	2.75	4.25	9.00	0.25	0.50	2.75	-0.138672	0.052246	0.979004	-9.940000	-7.140000	-4.690000	605.00	-0.02	-0.26		
11.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	-0.799805	0.000000	2.013672	59.430000	-448.140015	-130.130005	5.00	0.00	0.00	0.75	2.50	1.00	3.00	1.75	11.00	0.75	10.25	0.50	1.75	3.50	4.75	9.00	0.25	0.75	2.75	-0.119629	0.046875	0.983887	-10.150000	-6.370000	-3.290000	596.00	0.00	-0.26		
11.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	-0.956055	0.090332	2.179199	72.940002	-448.070007	-141.610001	3.00	0.00	0.00	1.00	1.50	1.00	3.25	1.50	10.00	0.75	10.00	1.00	2.25	4.25	6.00	9.25	0.25	1.00	3.25	-0.122070	0.053223	0.994141	-11.060000	-5.880000	-3.360000	615.00	0.02	-0.25		
11.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	-1.130371	0.171387	2.362305	89.949997	-445.970001	-147.770004	3.00	0.00	0.00	1.25	2.00	1.00	2.75	1.50	9.25	0.75	9.50	1.25	2.75	6.00	6.50	9.00	0.75	1.75	3.50	-0.120605	0.058105	0.995117	-11.620000	-4.830000	-3.990000	644.00	0.04	-0.24		
11.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.266113	0.237793	2.417480	107.099998	-443.309998	-147.210007	0.00	0.00	0.00	0.75	1.75	1.00	2.75	1.50	8.75	0.75	9.25	2.00	3.75	7.75	7.50	9.00	1.25	1.50	3.75	-0.125488	0.053711	0.997070	-12.180000	-4.200000	-4.830000	679.00	0.06	-0.22		
11.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.380859	0.353516	2.453125	115.080002	-436.660004	-138.600006	0.00	0.00	0.00	0.75	1.75	1.00	2.50	1.50	8.00	0.75	8.75	2.50	4.75	8.50	8.00	9.00	1.75	1.75	4.25	-0.127930	0.040039	0.993164	-12.110000	-3.500000	-5.740000	701.00	0.08	-0.21		
11.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.461914	0.524414	2.577148	111.650002	-422.380005	-120.750000	0.00	0.00	0.00	0.75	1.75	0.75	2.50	1.50	7.50	0.75	8.50	3.75	7.00	9.25	8.25	8.75	2.50	2.25	4.75	-0.128418	0.043457	0.988281	-10.780000	-2.450000	-6.230000	751.00	0.10	-0.18		
11.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.574707	0.746094	2.749023	112.489998	-406.839996	-93.309998	0.00	0.00	0.00	1.00	1.50	0.75	2.00	1.25	6.75	1.00	8.25	4.75	8.25	10.00	8.75	9.00	3.25	2.25	5.00	-0.115723	0.034668	0.993652	-8.330000	-0.560000	-6.440000	784.00	0.12	-0.16		
11.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.765137	0.919922	2.800781	129.149994	-398.579987	-56.560001	0.00	0.00	0.00	1.00	0.75	0.50	2.25	1.00	6.25	1.00	8.00	6.25	9.00	11.00	9.25	9.25	4.50	2.50	5.25	-0.126953	0.024902	0.990234	-5.110000	1.820000	-7.210000	825.00	0.14	-0.15		
11.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2.089355	0.932617	2.760254	157.080002	-395.149994	-15.890000	0.00	0.00	0.00	0.50	1.50	0.25	2.25	1.00	5.50	1.00	7.75	7.50	10.00	12.00	10.00	9.75	5.50	2.50	5.50	-0.126953	0.036133	0.992188	-1.610000	3.920000	-7.140000	871.00	0.15	-0.14		
11.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2.983887	0.547852	2.140137	183.259995	-392.350006	27.440001	0.00	0.00	0.00	0.50	1.25	0.50	1.50	0.50	5.00	1.00	7.50	8.00	10.75	13.00	10.75	10.00	6.50	2.75	5.75	-0.122070	0.023438	0.994629	1.470000	6.020000	-6.230000	896.00	0.16	-0.13		
11.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2.808594	0.986816	1.831543	194.389999	-370.929993	65.379997	0.00	0.00	0.00	0.75	1.00	0.50	1.75	0.25	4.75	1.00	7.50	8.75	11.75	14.00	11.75	10.25	7.00	3.00	6.00	-0.124512	0.037598	1.003418	4.550000	10.920000	-5.460000	946.00	0.17	-0.12		
11.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3.723145	0.781250	2.345703	226.520004	-341.670013	112.910004	0.00	0.00	0.00	0.75	1.00	0.00	1.50	0.25	4.25	1.00	7.00	9.25	12.50	15.00	12.25	10.75	8.00	3.50	6.25	-0.131836	0.036621	1.006836	11.480000	26.250000	-4.270000	974.00	0.18	-0.12		
11.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3.970703	0.210449	1.687500	274.119995	-301.420013	173.949997	0.00	0.00	0.00	0.50	1.00	0.00	1.75	0.25	4.00	0.75	6.50	10.00	13.25	15.75	13.25	11.00	9.00	3.50	6.50	-0.145508	0.042969	1.038086	29.540001	27.790001	8.960000	1008.00	0.19	-0.11		
11.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	-4.657715	-0.570801	1.364746	286.510010	-256.339996	239.190002	2.00	0.00	0.00	0.50	0.25	0.25	1.25	0.00	2.75	0.75	6.00	10.50	13.75	16.75	13.75	11.25	9.75	3.75	6.75	-0.147949	0.061523	1.046387	41.230000	70.070000	0.560000	1014.00	0.20	-0.10		
