# time	left pressure 1[N/cm²]	left pressure 2[N/cm²]	left pressure 3[N/cm²]	left pressure 4[N/cm²]	left pressure 5[N/cm²]	left pressure 6[N/cm²]	left pressure 7[N/cm²]	left pressure 8[N/cm²]	left pressure 9[N/cm²]	left pressure 10[N/cm²]	left pressure 11[N/cm²]	left pressure 12[N/cm²]	left pressure 13[N/cm²]	left pressure 14[N/cm²]	left pressure 15[N/cm²]	left pressure 16[N/cm²]	left acceleration X[g]	left acceleration Y[g]	left acceleration Z[g]	left angular X[dps]	left angular Y[dps]	left angular Z[dps]	left total force[N]	left center of pressure X[%]	left center of pressure Y[%]	right pressure 1[N/cm²]	right pressure 2[N/cm²]	right pressure 3[N/cm²]	right pressure 4[N/cm²]	right pressure 5[N/cm²]	right pressure 6[N/cm²]	right pressure 7[N/cm²]	right pressure 8[N/cm²]	right pressure 9[N/cm²]	right pressure 10[N/cm²]	right pressure 11[N/cm²]	right pressure 12[N/cm²]	right pressure 13[N/cm²]	right pressure 14[N/cm²]	right pressure 15[N/cm²]	right pressure 16[N/cm²]	right acceleration X[g]	right acceleration Y[g]	right acceleration Z[g]	right angular X[dps]	right angular Y[dps]	right angular Z[dps]	right total force[N]	right center of pressure X[%]	right center of pressure Y[%]
0.00																										11.00	8.00	7.25	6.75	2.00	2.25	0.75	0.50	0.50	0.50	0.75	0.50	0.25	0.50	0.25	0.00	-0.246582	0.064453	0.931641	-2.940000	-6.650000	2.030000	528.00	-0.26	-0.04
0.01																										11.00	7.75	7.25	6.50	2.00	2.00	0.75	0.50	0.25	0.25	0.75	0.50	0.25	0.50	0.50	0.00	-0.249512	0.068359	0.929688	-2.870000	-6.440000	2.030000	515.00	-0.27	-0.04
0.02																										11.00	7.75	7.25	6.75	2.00	2.00	0.50	0.50	0.50	0.50	0.75	0.50	0.25	0.75	0.50	0.00	-0.249512	0.068359	0.929688	-2.870000	-6.440000	2.030000	524.00	-0.26	-0.03
0.03																										11.00	7.50	7.25	6.50	2.00	2.25	0.75	0.50	0.50	0.25	1.00	0.75	0.00	0.25	0.25	0.00	-0.246582	0.062988	0.933105	-2.800000	-6.440000	1.960000	518.00	-0.26	-0.03
0.04																										10.75	7.50	7.25	6.75	2.00	2.25	0.50	0.50	0.25	0.75	1.00	0.75	0.25	0.75	0.25	0.00	-0.253418	0.064941	0.928223	-2.730000	-6.440000	1.890000	523.00	-0.26	-0.04
0.05																										11.25	7.75	7.50	6.75	2.00	2.00	0.75	0.50	0.50	0.50	0.50	0.50	0.25	0.50	0.00	0.00	-0.245117	0.064453	0.927734	-2.870000	-6.440000	1.890000	523.00	-0.27	-0.03
0.06																										11.25	7.75	7.50	6.75	2.00	2.00	0.75	0.50	0.50	0.50	1.00	0.50	0.25	0.75	0.25	0.00	-0.251465	0.062988	0.932617	-3.080000	-6.510000	1.890000	535.00	-0.26	-0.03
0.07																										11.00	8.00	7.50	6.75	2.00	2.00	0.75	0.50	0.50	0.50	1.00	0.50	0.25	0.25	0.50	0.25	-0.250977	0.068359	0.931152	-3.080000	-6.370000	1.890000	534.00	-0.26	-0.04
0.08																										11.00	7.75	7.50	6.75	2.00	2.00	0.50	0.50	0.75	0.75	0.50	0.50	0.00	1.00	0.50	0.00	-0.246582	0.068359	0.927734	-3.150000	-6.440000	1.820000	531.00	-0.25	-0.03
0.09																										11.25	7.75	7.50	7.00	2.00	2.00	0.75	0.50	0.75	0.75	0.75	0.50	0.25	0.75	0.25	0.00	-0.248535	0.065430	0.930176	-3.290000	-6.300000	1.820000	542.00	-0.25	-0.03
0.10																										11.00	8.00	7.50	6.75	2.00	2.00	0.75	0.50	0.50	0.50	0.75	0.50	0.25	0.75	0.25	0.00	-0.250000	0.063965	0.936523	-3.220000	-6.230000	1.820000	531.00	-0.26	-0.03
0.11																										11.25	8.00	7.50	6.75	2.25	2.00	0.75	0.50	0.50	0.50	0.75	0.50	0.25	1.00	0.25	0.00	-0.247559	0.062988	0.928223	-3.220000	-6.300000	1.820000	540.00	-0.26	-0.03
0.12																										11.00	7.75	7.25	7.00	2.00	2.00	0.75	0.50	0.75	0.25	0.75	0.75	0.25	0.75	0.25	0.00	-0.246582	0.063477	0.927734	-3.080000	-6.160000	1.750000	532.00	-0.26	-0.03
0.13																										11.25	7.75	7.50	6.75	2.00	1.75	0.75	0.50	0.50	0.50	0.75	0.75	0.25	1.00	0.50	0.00	-0.247070	0.065918	0.928711	-3.080000	-6.230000	1.820000	537.00	-0.25	-0.03
0.14	2.50	1.25	1.50	1.00	0.00	0.00	0.50	0.00	0.50	0.50	0.50	0.25	0.00	0.50	0.50	0.00	-0.305176	0.041992	0.932617	-1.330000	2.730000	0.140000	122.00	-0.13	0.03	11.00	7.75	7.50	7.00	2.00	2.00	0.75	0.50	0.75	0.50	0.50	0.50	0.25	0.75	0.50	0.00	-0.249512	0.059570	0.931152	-3.080000	-6.090000	1.890000	536.00	-0.25	-0.03
0.15	2.00	1.00	1.50	1.25	0.25	0.00	0.50	0.25	0.50	0.50	0.25	0.25	0.00	0.50	0.00	0.00	-0.307129	0.042969	0.929199	-1.260000	2.590000	0.000000	114.00	-0.15	0.01	11.50	7.75	7.25	6.75	2.00	2.00	0.75	0.50	1.00	0.50	0.75	0.75	0.25	0.50	0.25	0.00	-0.252930	0.066406	0.931152	-3.290000	-5.950000	1.890000	540.00	-0.25	-0.03
0.16	2.00	1.00	1.50	1.50	0.25	0.00	0.50	0.00	0.50	0.50	0.25	0.25	0.00	0.50	0.50	0.25	-0.309082	0.042969	0.932129	-1.330000	2.590000	0.210000	121.00	-0.13	0.01	11.25	7.75	7.50	6.75	1.75	1.75	0.75	0.50	0.75	0.75	0.75	0.50	0.25	1.00	0.25	0.00	-0.250488	0.065918	0.937500	-3.290000	-5.740000	1.820000	534.00	-0.25	-0.03
0.17	1.75	1.00	1.25	1.50	0.00	0.00	0.50	0.00	0.25	0.75	0.50	0.50	0.00	0.25	0.25	0.00	-0.310547	0.047363	0.923340	-1.330000	2.380000	0.210000	110.00	-0.13	-0.01	11.25	7.75	7.50	6.75	2.00	2.00	0.75	0.50	0.50	0.75	0.75	0.75	0.25	1.00	0.50	0.00	-0.250977	0.062500	0.934082	-3.220000	-5.740000	1.750000	543.00	-0.25	-0.03
0.18	1.75	0.75	1.75	1.50	0.25	0.00	0.50	0.00	0.50	0.75	0.50	0.25	0.00	0.75	0.25	0.00	-0.312988	0.038574	0.928711	-1.260000	2.240000	0.210000	123.00	-0.11	0.03	11.00	7.50	7.50	6.75	2.00	1.75	0.75	0.50	0.50	0.50	1.00	0.50	0.25	1.00	0.00	0.00	-0.248535	0.063965	0.930664	-3.220000	-5.670000	1.890000	525.00	-0.26	-0.03
0.19	2.00	1.00	1.50	1.00	0.25	0.00	0.50	0.00	0.50	0.75	0.50	0.25	0.00	0.50	0.75	0.00	-0.305664	0.044922	0.933594	-1.330000	2.240000	0.280000	122.00	-0.09	0.03	11.25	7.75	7.50	6.75	2.00	1.75	0.75	0.50	1.00	0.50	1.00	1.00	0.25	1.25	0.00	0.00	-0.252930	0.053711	0.927734	-3.150000	-5.880000	1.890000	547.00	-0.24	-0.03
0.20	2.00	1.00	1.25	1.50	0.25	0.00	0.25	0.00	0.25	0.50	0.25	0.25	0.00	0.50	0.50	0.00	-0.305664	0.044922	0.928223	-1.400000	2.170000	0.210000	108.00	-0.15	-0.00	11.00	7.50	7.50	6.75	2.00	2.00	0.75	0.25	0.75	0.75	0.50	0.75	0.25	0.75	0.25	0.00	-0.252441	0.061523	0.932617	-3.010000	-5.880000	1.890000	528.00	-0.25	-0.03
0.21	2.25	0.75	1.25	0.75	0.25	0.00	0.50	0.00	0.25	0.50	0.50	0.00	0.25	0.75	0.50	0.00	-0.308105	0.041504	0.928711	-1.260000	2.240000	0.070000	108.00	-0.11	0.03	10.75	7.75	7.50	6.75	2.00	1.50	0.75	0.50	0.50	0.75	0.75	0.50	0.25	0.75	0.25	0.00	-0.250488	0.066895	0.929199	-3.010000	-5.950000	1.890000	522.00	-0.26	-0.03
0.22	2.00	0.75	1.50	1.50	0.25	0.00	0.50	0.00	0.50	0.75	0.50	0.25	0.00	0.50	0.00	0.00	-0.306152	0.041016	0.935547	-1.400000	2.380000	0.140000	117.00	-0.13	0.03	11.00	7.50	7.50	6.75	2.00	1.75	0.75	0.50	0.50	0.75	0.75	0.50	0.25	1.00	0.25	0.00	-0.248047	0.064941	0.933105	-2.870000	-6.020000	1.890000	528.00	-0.25	-0.03
0.23	2.00	0.75	1.75	1.25	0.50	0.00	0.50	0.25	0.50	0.50	0.50	0.25	0.00	0.50	0.75	0.25	-0.311523	0.043457	0.934570	-1.540000	2.450000	0.140000	132.00	-0.09	0.01	11.00	7.75	7.50	6.75	2.00	1.75	0.75	0.50	0.50	0.75	0.75	0.75	0.25	1.00	0.25	0.00	-0.250977	0.059570	0.924316	-3.010000	-6.020000	1.820000	534.00	-0.25	-0.03
0.24	1.75	1.00	1.25	1.00	0.25	0.25	0.50	0.25	0.75	0.50	0.50	0.25	0.00	0.50	0.25	0.00	-0.307129	0.046875	0.928223	-1.400000	2.590000	-0.070000	118.00	-0.10	0.01	11.25	7.75	7.50	6.75	1.75	1.75	0.75	0.50	0.75	0.75	1.00	0.50	0.00	0.50	0.00	0.00	-0.250977	0.062012	0.925781	-3.220000	-5.670000	1.750000	527.00	-0.26	-0.03
0.25	1.75	1.00	1.50	1.25	0.25	0.00	0.50	0.00	0.50	0.50	0.50	0.25	0.00	0.75	0.25	0.00	-0.308594	0.047363	0.931641	-1.330000	2.660000	0.070000	116.00	-0.11	0.03	11.00	7.50	7.25	6.75	2.00	1.75	0.75	0.50	1.00	0.75	0.75	0.50	0.25	0.75	0.50	0.00	-0.250977	0.062012	0.925781	-3.220000	-5.670000	1.750000	533.00	-0.24	-0.03
0.26	1.50	1.00	1.50	1.00	0.25	0.00	0.50	0.25	0.75	0.75	0.50	0.25	0.00	0.50	0.50	0.00	-0.308105	0.043457	0.927246	-1.330000	2.800000	0.070000	121.00	-0.07	0.02	11.00	7.50	7.25	7.00	2.25	1.75	0.75	0.50	0.50	0.75	0.75	0.75	0.00	0.75	0.00	0.00	-0.251465	0.063477	0.928223	-3.500000	-5.880000	1.680000	526.00	-0.26	-0.03
0.27	2.00	1.25	1.25	1.00	0.25	0.00	0.50	0.00	0.50	0.75	0.50	0.50	0.00	0.50	0.50	0.00	-0.307129	0.041992	0.925781	-1.330000	2.730000	0.140000	122.00	-0.10	0.02	11.00	7.50	7.25	6.75	2.00	1.50	1.00	0.50	1.00	1.00	0.75	1.00	0.50	0.75	0.25	0.00	-0.254395	0.063965	0.931641	-3.570000	-5.950000	1.680000	543.00	-0.24	-0.03
0.28	1.50	1.00	1.50	1.50	0.25	0.00	0.50	0.00	0.50	0.50	0.50	0.25	0.00	0.50	0.50	0.25	-0.309570	0.050293	0.938477	-1.190000	2.800000	0.140000	118.00	-0.10	0.01	11.00	7.50	7.50	6.50	2.00	1.50	0.75	0.50	0.75	0.75	1.00	0.50	0.25	1.00	0.00	0.00	-0.252930	0.063965	0.927246	-3.640000	-5.880000	1.680000	525.00	-0.25	-0.02
0.29	1.50	0.75	1.25	1.00	0.25	0.00	0.50	0.00	0.50	0.75	0.50	0.25	0.00	0.50	0.50	0.00	-0.303711	0.039062	0.927734	-1.190000	2.730000	0.140000	107.00	-0.07	0.03	10.75	7.25	7.50	6.75	2.00	1.75	1.00	0.50	0.75	0.75	0.75	1.00	0.25	0.50	0.00	0.00	-0.248047	0.069824	0.930664	-3.570000	-5.740000	1.610000	529.00	-0.25	-0.03
0.30	1.75	0.75	1.25	1.25	0.25	0.00	0.50	0.00	0.75	0.75	0.50	0.50	0.00	1.00	0.25	0.00	-0.311523	0.042969	0.927734	-1.120000	2.590000	0.140000	122.00	-0.06	0.03	10.75	7.50	7.50	6.75	2.00	1.50	0.75	0.50	0.75	0.75	0.75	0.75	0.50	1.00	0.50	0.00	-0.252930	0.060547	0.927734	-3.640000	-5.670000	1.610000	534.00	-0.24	-0.03
0.31	2.00	1.25	1.00	1.00	0.25	0.00	0.50	0.50	0.75	0.75	0.50	0.25	0.00	0.50	0.75	0.00	-0.313965	0.041016	0.924316	-1.120000	2.450000	0.350000	131.00	-0.07	-0.00	10.75	7.25	7.25	6.75	2.00	1.75	1.00	0.50	0.75	0.75	1.00	0.50	0.25	0.75	0.25	0.00	-0.249512	0.063965	0.930176	-3.710000	-5.530000	1.610000	528.00	-0.25	-0.03
0.32	1.75	0.75	1.25	1.25	0.25	0.00	0.50	0.25	1.00	0.75	0.75	0.25	0.00	0.75	1.00	0.00	-0.311523	0.044922	0.933594	-1.120000	2.730000	0.280000	137.00	-0.03	0.02	10.50	7.25	7.25	6.75	2.00	1.50	1.00	0.50	0.75	0.50	1.00	0.50	0.25	0.75	0.25	0.00	-0.244141	0.066406	0.932129	-3.710000	-5.460000	1.610000	518.00	-0.25	-0.03
0.33	1.50	1.00	1.50	1.50	0.25	0.00	0.50	0.00	0.75	0.75	0.50	0.50	0.00	0.75	0.25	0.00	-0.309082	0.043457	0.933594	-1.120000	2.800000	0.140000	126.00	-0.08	0.02	10.50	7.25	7.25	6.75	2.00	1.50	1.00	0.50	1.00	1.00	1.00	0.75	0.25	0.75	0.25	0.25	-0.250977	0.064941	0.935547	-3.570000	-5.530000	1.680000	533.00	-0.23	-0.02
0.34	1.50	0.75	1.25	1.25	0.25	0.00	0.50	0.25	0.75	0.75	0.50	0.25	0.00	0.75	1.25	0.00	-0.307129	0.043945	0.926270	-1.050000	2.660000	0.140000	130.00	-0.02	0.01	10.50	7.25	7.25	6.50	2.00	1.50	1.00	0.50	1.00	0.75	0.75	0.75	0.25	1.00	0.25	0.00	-0.252441	0.059082	0.928223	-3.500000	-5.740000	1.680000	525.00	-0.24	-0.02
0.35	1.50	0.75	1.00	1.00	0.00	0.00	0.50	0.00	0.50	0.75	0.75	0.25	0.00	0.50	0.75	0.00	-0.312012	0.045410	0.925781	-1.190000	2.590000	0.350000	106.00	-0.04	0.02	10.75	7.25	7.50	6.50	2.25	1.50	1.00	0.25	1.00	0.75	1.00	0.75	0.00	1.00	0.25	0.00	-0.248047	0.066406	0.929199	-3.360000	-5.670000	1.750000	530.00	-0.24	-0.01
0.36	1.25	0.75	1.00	1.00	0.25	0.00	0.50	0.50	1.00	1.00	0.50	0.50	0.00	0.75	1.00	0.00	-0.319336	0.046875	0.928711	-1.190000	2.590000	0.350000	132.00	0.01	0.00	10.25	7.00	7.50	6.50	2.25	1.75	1.00	0.50	1.25	1.00	1.00	0.75	0.50	1.00	0.50	0.25	-0.247559	0.057129	0.931641	-3.430000	-5.600000	1.750000	546.00	-0.22	-0.02
0.37	1.25	0.75	1.25	1.50	0.25	0.00	0.50	0.00	1.00	0.75	0.75	0.25	0.00	0.50	0.75	0.00	-0.318359	0.042969	0.927246	-1.260000	2.450000	0.210000	124.00	-0.04	0.02	10.00	7.00	7.25	6.50	2.00	1.75	1.00	0.50	1.00	1.00	1.00	0.75	0.25	0.75	0.25	0.00	-0.256348	0.062500	0.932617	-3.570000	-5.250000	1.610000	523.00	-0.23	-0.02
0.38	1.50	0.75	1.00	1.00	0.25	0.00	0.50	0.00	1.00	0.75	0.50	0.50	0.00	0.75	1.00	0.00	-0.311035	0.049316	0.926758	-1.330000	2.310000	0.210000	123.00	-0.01	0.03	10.25	6.75	7.50	6.50	2.25	1.50	1.00	0.25	1.00	1.25	1.00	0.75	0.00	0.50	0.25	0.00	-0.254883	0.061523	0.931152	-3.430000	-5.250000	1.610000	520.00	-0.24	-0.02
0.39	1.25	0.50	1.50	0.75	0.25	0.00	0.50	0.00	0.50	0.75	0.50	0.00	0.00	0.50	0.75	0.00	-0.312500	0.043457	0.927246	-1.610000	1.960000	0.210000	101.00	-0.05	0.05	9.75	7.00	7.25	6.25	2.00	1.50	1.00	0.25	1.00	0.75	0.75	0.75	0.25	0.75	0.00	0.00	-0.251465	0.058594	0.933594	-3.290000	-5.180000	1.750000	499.00	-0.24	-0.02
0.40	1.25	0.75	1.50	1.00	0.25	0.00	0.50	0.25	1.00	0.75	0.75	0.50	0.00	1.00	0.75	0.00	-0.311035	0.047852	0.932617	-1.750000	1.960000	0.280000	134.00	-0.01	0.02	10.00	6.75	7.25	6.25	2.00	1.50	1.00	0.50	1.00	0.75	1.00	0.50	0.25	1.00	0.25	0.00	-0.253418	0.059570	0.925293	-3.080000	-5.460000	1.750000	510.00	-0.23	-0.02
0.41	1.50	0.75	1.25	1.00	0.25	0.00	0.50	0.00	0.75	1.00	0.75	0.50	0.00	1.00	1.00	0.00	-0.310059	0.049316	0.928223	-1.820000	1.820000	0.210000	131.00	-0.00	0.03	10.25	7.00	7.25	6.25	2.00	1.50	1.00	0.50	1.00	1.00	1.00	0.75	0.50	1.25	0.50	0.00	-0.255859	0.061035	0.931641	-3.010000	-5.740000	1.820000	530.00	-0.22	-0.02
0.42	1.50	0.75	1.25	1.25	0.25	0.00	0.50	0.50	0.50	1.00	0.50	0.50	0.00	0.75	0.75	0.00	-0.316406	0.041504	0.927734	-1.890000	1.820000	0.280000	131.00	-0.04	-0.01	10.00	6.75	7.25	6.25	2.00	1.50	1.00	0.25	1.25	1.00	1.25	0.75	0.25	1.25	0.00	0.00	-0.251465	0.057617	0.929688	-2.870000	-5.740000	1.890000	518.00	-0.22	-0.01
0.43	1.50	0.75	1.00	1.00	0.25	0.00	0.50	0.25	0.75	1.00	0.75	0.50	0.00	0.75	1.00	0.00	-0.311523	0.044434	0.927734	-1.890000	1.890000	0.070000	130.00	-0.00	0.01	9.75	6.75	7.25	6.25	2.00	1.50	1.00	0.50	1.00	0.75	1.00	0.75	0.25	0.75	0.50	0.00	-0.250977	0.059082	0.931641	-2.870000	-5.810000	1.890000	510.00	-0.23	-0.02
0.44	1.00	0.50	1.25	1.25	0.25	0.00	0.50	0.25	0.75	0.75	0.75	0.50	0.00	0.75	0.50	0.00	-0.316895	0.042480	0.924805	-1.960000	1.960000	0.140000	118.00	-0.02	0.00	9.75	6.75	7.00	6.25	2.00	1.25	1.00	0.50	1.75	1.00	1.00	1.00	0.25	1.00	0.50	0.00	-0.254883	0.061035	0.926270	-2.940000	-5.880000	1.890000	524.00	-0.21	-0.02
0.45	1.25	0.75	1.25	0.75	0.25	0.25	0.50	0.25	0.75	1.00	0.50	0.25	0.00	0.50	1.00	0.25	-0.312988	0.041992	0.930176	-2.170000	2.100000	0.140000	123.00	-0.01	0.01	10.00	6.75	7.00	6.00	2.00	1.50	1.00	0.25	0.75	1.00	1.25	0.75	0.50	1.00	0.50	0.00	-0.256836	0.055176	0.935059	-3.080000	-6.020000	1.890000	510.00	-0.22	-0.02
0.46	1.75	0.50	1.25	1.00	0.25	0.00	0.50	0.25	1.00	0.75	0.75	0.50	0.00	1.00	0.50	0.25	-0.315918	0.048828	0.931152	-2.170000	2.100000	0.280000	132.00	-0.02	0.02	9.50	6.50	7.00	6.00	2.00	1.25	1.25	0.50	1.00	1.00	1.00	0.75	0.25	0.75	0.00	0.00	-0.252441	0.060059	0.931641	-3.150000	-6.090000	1.890000	496.00	-0.23	-0.02
0.47	1.25	0.75	1.50	0.75	0.25	0.00	0.50	0.25	0.75	1.00	0.75	0.50	0.00	0.75	1.00	0.00	-0.320312	0.046387	0.931641	-1.960000	1.960000	0.210000	130.00	0.00	0.01	10.25	6.75	7.00	6.00	2.00	1.50	1.00	0.50	1.25	1.00	1.00	0.50	0.00	1.25	0.25	0.00	-0.250488	0.065918	0.926758	-3.220000	-6.160000	1.820000	513.00	-0.23	-0.01
0.48	1.25	0.75	1.25	1.25	0.25	0.00	0.50	0.50	0.75	1.00	0.75	0.75	0.00	1.00	0.75	0.00	-0.308594	0.042969	0.929199	-1.890000	2.240000	0.210000	141.00	-0.00	-0.01	10.25	6.75	7.00	6.00	2.00	1.00	1.25	0.25	1.00	0.75	1.00	1.00	0.50	0.50	0.25	0.00	-0.255859	0.061035	0.928223	-3.150000	-6.020000	1.820000	503.00	-0.23	-0.02
0.49	1.25	0.75	1.00	1.25	0.25	0.00	0.50	0.50	1.00	1.00	0.75	0.50	0.00	0.75	0.75	0.00	-0.314453	0.046875	0.932129	-2.030000	2.310000	0.070000	136.00	-0.00	-0.00	9.75	6.75	7.25	6.00	2.00	1.25	1.25	0.50	1.25	1.00	1.00	0.50	0.25	1.00	0.25	0.00	-0.255371	0.058105	0.935059	-3.290000	-6.090000	1.750000	511.00	-0.22	-0.01
0.50	1.50	0.50	1.00	1.25	0.25	0.00	0.75	0.00	1.00	0.75	0.75	0.75	0.00	0.75	1.00	0.00	-0.308105	0.043457	0.930176	-1.890000	2.310000	0.070000	135.00	0.01	0.03	11.00	6.75	7.25	6.00	2.00	1.25	1.25	0.25	1.25	1.00	1.00	0.75	0.25	1.25	0.25	0.00	-0.253906	0.059082	0.931641	-3.290000	-6.160000	1.820000	528.00	-0.22	-0.01
0.51	1.00	0.75	1.25	1.25	0.25	0.00	0.75	0.25	1.25	1.25	0.75	0.25	0.00	1.00	1.00	0.00	-0.315918	0.045898	0.931152	-1.820000	2.240000	0.210000	145.00	0.03	0.03	10.25	6.75	7.00	6.00	2.00	1.25	1.25	0.50	1.00	1.00	1.00	0.75	0.25	1.00	0.00	0.25	-0.253906	0.058594	0.932617	-3.150000	-6.300000	1.820000	512.00	-0.23	-0.02
0.52	1.50	0.75	1.00	1.00	0.25	0.25	0.75	0.00	1.00	0.75	1.00	0.50	0.00	0.75	1.25	0.00	-0.312988	0.046387	0.927246	-2.030000	2.310000	0.210000	140.00	0.01	0.02	10.25	6.50	7.50	6.00	2.00	1.25	1.25	0.50	1.00	1.00	1.00	1.00	0.25	1.00	0.50	0.00	-0.253418	0.060547	0.933105	-3.150000	-6.160000	1.820000	524.00	-0.22	-0.01
0.53	1.00	0.50	1.00	1.00	0.25	0.00	0.75	0.25	1.00	1.00	0.50	0.50	0.00	1.25	0.50	0.00	-0.316406	0.047363	0.931152	-2.030000	2.170000	0.280000	125.00	0.03	0.04	10.75	6.75	7.25	6.00	2.00	1.25	1.25	0.50	1.00	1.00	1.25	0.75	0.25	0.75	0.50	0.00	-0.250977	0.060059	0.931152	-3.150000	-6.230000	1.820000	527.00	-0.23	-0.01
0.54	1.25	0.75	1.00	1.50	0.25	0.00	0.75	0.50	1.00	0.50	0.75	1.00	0.00	1.00	1.00	0.00	-0.314941	0.040527	0.927246	-2.030000	2.240000	0.280000	149.00	0.01	-0.02	10.50	6.50	7.25	6.00	2.00	1.50	1.25	0.25	1.00	0.75	1.00	0.75	0.25	1.50	0.00	0.00	-0.255371	0.062500	0.934082	-3.220000	-6.300000	1.820000	515.00	-0.23	-0.01
0.55	1.25	0.75	1.50	0.75	0.25	0.00	0.75	0.00	1.25	1.00	0.75	0.75	0.00	1.00	0.75	0.00	-0.315918	0.046387	0.930176	-2.030000	2.030000	0.280000	141.00	0.02	0.05	10.50	6.50	7.00	6.00	2.00	1.25	1.25	0.25	1.25	1.00	1.00	0.75	0.25	0.75	0.50	0.00	-0.256348	0.057617	0.932129	-3.360000	-6.370000	1.820000	514.00	-0.22	-0.01
0.56	1.00	0.75	1.50	0.75	0.25	0.00	0.75	0.50	1.00	1.00	0.75	0.50	0.00	1.00	1.00	0.00	-0.316406	0.043457	0.930664	-2.100000	2.100000	0.140000	143.00	0.03	0.02	10.50	6.50	7.00	6.00	2.25	1.25	1.25	0.50	1.25	0.75	1.00	0.75	0.25	1.00	0.25	0.00	-0.255371	0.058105	0.924316	-3.150000	-6.230000	1.960000	518.00	-0.22	-0.01
0.57	1.25	0.75	1.25	1.00	0.25	0.00	0.75	0.00	1.00	1.00	1.00	0.50	0.00	1.00	1.00	0.00	-0.315430	0.045898	0.927734	-2.170000	1.960000	0.280000	140.00	0.02	0.03	10.25	6.75	7.25	5.75	2.00	1.00	1.25	0.50	1.00	0.75	1.25	0.75	0.25	0.75	0.25	0.25	-0.257324	0.059570	0.929688	-3.220000	-6.370000	1.960000	509.00	-0.23	-0.01
0.58	1.25	0.50	1.00	1.00	0.25	0.00	0.75	0.75	1.00	1.00	0.75	0.50	0.00	1.00	1.00	0.00	-0.314453	0.049316	0.921875	-2.170000	1.750000	0.490000	144.00	0.03	0.00	10.75	6.50	7.25	5.75	2.00	1.00	1.25	0.25	1.50	1.25	1.00	0.75	0.50	1.00	0.25	0.00	-0.255859	0.058105	0.933594	-3.080000	-6.510000	1.890000	523.00	-0.22	-0.00
0.59	1.50	0.75	1.25	1.50	0.25	0.50	0.75	0.25	0.75	1.00	1.00	0.25	0.00	1.00	0.75	0.00	-0.317871	0.046387	0.926270	-2.240000	1.750000	0.210000	150.00	-0.03	0.00	10.50	6.75	7.50	6.00	2.00	1.25	1.00	0.50	1.25	1.00	1.00	0.75	0.00	0.75	0.25	0.00	-0.259277	0.059082	0.931152	-3.220000	-6.370000	1.890000	518.00	-0.23	-0.01
0.60	0.75	1.00	1.25	1.25	0.25	0.00	0.75	0.00	1.00	1.00	0.75	0.50	0.00	0.75	1.00	0.25	-0.317383	0.046387	0.932129	-2.170000	1.750000	0.210000	136.00	0.02	0.02	10.50	6.75	7.25	5.75	2.00	1.00	1.25	0.25	1.25	1.00	1.00	0.75	0.25	1.00	0.50	0.00	-0.260254	0.059570	0.932617	-3.150000	-6.370000	1.890000	516.00	-0.22	-0.01
0.61	1.25	0.50	1.00	1.00	0.25	0.00	0.75	0.00	1.00	1.00	0.75	0.75	0.00	0.75	0.50	0.00	-0.310547	0.045898	0.919922	-2.380000	1.960000	0.140000	125.00	0.01	0.04	10.75	6.50	7.25	6.25	2.00	1.00	1.25	0.25	1.25	1.00	1.00	0.75	0.50	0.75	0.25	0.00	-0.259277	0.060059	0.930664	-3.080000	-6.440000	1.890000	520.00	-0.23	-0.01
0.62	1.25	0.50	1.00	1.00	0.25	0.00	0.75	0.00	1.25	0.75	1.00	0.75	0.00	1.00	1.00	0.00	-0.316406	0.041992	0.926758	-2.380000	1.960000	0.140000	138.00	0.04	0.04	10.25	6.75	7.25	6.00	2.00	1.25	1.25	0.25	1.25	1.00	1.00	0.75	0.25	1.00	0.50	0.00	-0.254395	0.061035	0.928223	-3.010000	-6.510000	1.960000	519.00	-0.22	-0.01
0.63	1.50	0.50	1.25	1.00	0.25	0.25	0.75	0.50	1.25	1.25	1.00	0.75	0.00	1.00	0.50	0.25	-0.319824	0.044922	0.928711	-2.310000	1.820000	0.070000	158.00	0.02	0.01	10.50	6.75	7.25	6.00	2.00	1.00	1.25	0.25	1.25	1.00	1.00	0.75	0.25	0.75	0.25	0.25	-0.256348	0.060059	0.932129	-3.010000	-6.370000	1.960000	515.00	-0.23	-0.01
0.64	1.25	0.50	1.25	1.00	0.25	0.00	0.75	0.25	1.00	1.25	1.00	0.50	0.00	0.75	0.50	0.25	-0.313477	0.043945	0.932129	-2.380000	1.680000	0.140000	138.00	0.01	0.02	10.75	6.50	7.50	6.25	2.00	1.25	1.25	0.25	1.25	1.00	1.00	0.75	0.25	0.75	0.25	0.00	-0.250488	0.056641	0.930664	-3.010000	-6.510000	1.820000	524.00	-0.23	-0.01
0.65	1.25	0.75	1.25	1.00	0.25	0.00	0.75	0.00	1.25	1.00	1.00	0.50	0.00	0.75	0.75	0.25	-0.316895	0.051270	0.928711	-2.450000	1.750000	0.210000	140.00	0.02	0.04	10.75	6.75	7.25	6.00	2.25	1.25	1.25	0.25	1.25	1.00	1.25	1.00	0.25	1.00	0.25	0.00	-0.249512	0.058594	0.928711	-3.220000	-6.370000	1.820000	532.00	-0.22	-0.01
