# time	left pressure 1[N/cm²]	left pressure 2[N/cm²]	left pressure 3[N/cm²]	left pressure 4[N/cm²]	left pressure 5[N/cm²]	left pressure 6[N/cm²]	left pressure 7[N/cm²]	left pressure 8[N/cm²]	left pressure 9[N/cm²]	left pressure 10[N/cm²]	left pressure 11[N/cm²]	left pressure 12[N/cm²]	left pressure 13[N/cm²]	left pressure 14[N/cm²]	left pressure 15[N/cm²]	left pressure 16[N/cm²]	left acceleration X[g]	left acceleration Y[g]	left acceleration Z[g]	left angular X[dps]	left angular Y[dps]	left angular Z[dps]	left total force[N]	left center of pressure X[%]	left center of pressure Y[%]
16.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.25	0.00	0.00	0.00	0.00	0.00	0.416504	0.268066	1.769043	13.930000	-168.419998	-213.850006	5.00	0.00	0.00
16.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.308594	0.544922	1.330566	-66.709999	-202.720001	-192.360001	0.00	0.00	0.00
16.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.243164	0.759766	1.174805	-105.769997	-224.770004	-164.919998	0.00	0.00	0.00
16.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.25	0.00	0.00	0.00	0.00	0.00	0.271484	0.872070	0.944824	-110.599998	-243.110001	-134.050003	5.00	0.00	0.00
16.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.260254	0.906738	0.841309	-100.309998	-258.790009	-105.209999	0.00	0.00	0.00
16.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.226562	0.962891	0.804199	-79.940002	-273.630005	-77.000000	3.00	0.00	0.00
16.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.183105	0.992188	0.827637	-51.590000	-288.329987	-47.389999	0.00	0.00	0.00
16.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.108398	0.975098	0.868652	-21.420000	-304.220001	-16.450001	0.00	0.00	0.00
16.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.019531	0.888672	0.912598	2.030000	-319.480011	13.930000	3.00	0.00	0.00
16.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.056152	0.798340	0.942383	15.820000	-333.829987	42.490002	0.00	0.00	0.00
16.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.124023	0.733887	0.987793	22.400000	-346.360016	67.480003	0.00	0.00	0.00
16.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.195312	0.645996	1.060059	29.820000	-356.440002	86.940002	0.00	0.00	0.00
16.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.269531	0.554688	1.168457	43.889999	-366.100006	98.559998	0.00	0.00	0.00
16.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.393555	0.422363	1.258789	64.400002	-376.320007	100.379997	0.00	0.00	0.00
16.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.555176	0.255859	1.408691	86.309998	-385.559998	91.629997	0.00	0.00	0.00
16.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.687012	0.093262	1.538086	103.389999	-393.119995	73.360001	0.00	0.00	0.00
16.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.833984	-0.003906	1.676270	115.010002	-400.329987	49.000000	0.00	0.00	0.00
16.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.019531	-0.012207	1.846191	125.790001	-407.049988	23.520000	0.00	0.00	0.00
16.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.177246	-0.010742	1.958984	140.490005	-413.700012	3.990000	0.00	0.00	0.00
16.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.294434	0.038574	1.965820	152.880005	-416.850006	-6.930000	0.00	0.00	0.00
16.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.366699	0.187012	2.054199	159.389999	-412.929993	-7.420000	0.00	0.00	0.00
17.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.458984	0.367188	2.392090	164.009995	-390.459991	37.660000	0.00	0.00	0.00
17.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.625488	0.348145	2.462891	161.699997	-379.679993	75.739998	0.00	0.00	0.00
17.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.803711	0.259277	2.397949	152.809998	-367.360016	116.410004	0.00	0.00	0.00
17.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.987793	0.165039	2.246582	132.440002	-348.739990	155.610001	0.00	0.00	0.00
17.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2.237305	0.138184	2.148438	105.000000	-326.130005	189.419998	0.00	0.00	0.00
17.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2.553223	0.215820	2.063477	82.180000	-302.820007	215.320007	0.00	0.00	0.00
17.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2.889648	0.287598	1.752930	68.040001	-281.540009	230.930008	0.00	0.00	0.00
17.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3.178223	0.322754	1.199219	56.840000	-256.899994	234.570007	0.00	0.00	0.00
17.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3.360352	0.298828	0.628906	51.869999	-225.190002	226.169998	0.00	0.00	0.00
17.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3.319336	-0.109863	0.002441	76.720001	-178.779999	222.250000	0.00	0.00	0.00
17.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3.581055	-0.787109	-0.169434	109.410004	-119.279999	241.080002	0.00	0.00	0.00
17.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-4.193848	-1.248047	-0.099121	58.660000	-59.570000	245.559998	0.00	0.00	0.00
17.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-4.363770	-1.156738	-0.477539	-28.840000	-18.480000	217.559998	0.00	0.00	0.00
17.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-4.250000	-0.977539	-0.856445	-52.220001	27.440001	168.070007	0.00	0.00	0.00
17.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3.793457	-0.915039	-0.683594	-15.750000	86.309998	104.930000	0.00	0.00	0.00
17.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3.181641	-0.829102	0.053223	26.670000	134.330002	44.099998	0.00	0.00	0.00
17.16	0.50	0.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.232422	-1.240723	1.728027	36.119999	164.149994	-2.590000	12.00	0.00	0.00
17.17	2.25	3.75	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.623047	-0.122559	2.539062	-38.150002	212.660004	-37.099998	69.00	-0.39	-0.08
17.18	6.00	8.25	0.00	2.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.116699	0.494141	1.297363	-58.450001	161.139999	-57.610001	165.00	-0.39	-0.07
17.19	8.25	11.50	0.75	3.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.405273	0.599609	-0.949707	-30.870001	197.399994	-60.900002	238.00	-0.39	-0.07
17.20	12.25	15.00	1.50	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.287598	0.681152	1.810059	-15.330000	351.890015	-43.750000	336.00	-0.38	-0.06
17.21	16.25	18.75	2.00	7.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.962891	-0.413574	3.465332	-76.930000	344.959991	-47.880001	440.00	-0.38	-0.06
17.22	18.25	19.75	2.75	8.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.570312	0.177734	2.499512	-74.550003	262.640015	-67.269997	492.00	-0.38	-0.06
17.23	19.00	20.00	3.50	9.00	0.00	0.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.616211	0.990723	2.540039	-110.809998	166.110001	-55.650002	527.00	-0.37	-0.06
17.24	19.00	19.50	4.00	9.25	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.381348	0.325195	1.300293	-133.070007	121.520004	-20.090000	544.00	-0.36	-0.06
17.25	18.50	19.25	4.50	9.75	0.00	2.75	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	-0.260254	-0.269043	1.327148	-141.960007	89.180000	-10.430000	558.00	-0.36	-0.07
17.26	18.25	18.75	4.50	10.25	0.00	3.50	0.00	0.50	0.00	0.00	0.00	0.00	0.50	0.25	0.00	0.00	-0.375488	0.041016	1.516602	-118.720001	48.230000	-14.840000	576.00	-0.34	-0.08
17.27	18.25	18.50	4.75	10.50	0.00	4.00	0.00	0.75	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	-0.273438	0.220215	1.054199	-79.590004	20.230000	-7.840000	587.00	-0.34	-0.08
17.28	17.75	18.25	4.75	10.75	0.00	4.75	0.00	1.00	0.00	0.00	0.00	0.00	0.75	0.00	0.00	0.25	-0.195801	-0.019531	1.106445	-54.250000	11.620000	-1.610000	597.00	-0.33	-0.09
17.29	17.25	17.75	4.75	11.00	0.00	5.25	0.00	1.50	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.25	-0.225586	0.039551	1.003418	-30.030001	3.220000	-1.820000	606.00	-0.32	-0.10
17.30	16.25	17.25	5.00	11.00	0.25	5.75	0.00	1.75	0.00	0.00	0.00	0.00	1.00	0.50	0.00	0.25	-0.172852	0.076172	0.982910	-17.360001	2.380000	0.070000	610.00	-0.31	-0.10
17.31	15.50	16.00	4.50	10.75	0.75	6.25	0.00	2.25	0.00	0.00	0.00	0.00	1.25	0.25	0.00	0.50	-0.181641	0.030273	0.992676	-12.180000	2.380000	0.560000	602.00	-0.30	-0.11
17.32	14.25	15.50	4.50	10.75	1.00	6.50	0.00	2.50	0.00	0.00	0.25	0.25	1.25	0.25	0.00	0.50	-0.188477	0.078613	0.942383	-9.590000	1.470000	-0.210000	599.00	-0.29	-0.12
17.33	13.75	15.00	4.75	10.50	1.25	6.75	0.00	2.75	0.00	0.00	0.00	0.00	1.25	0.50	0.00	0.75	-0.175781	0.053711	0.968262	-9.170000	1.610000	-1.330000	597.00	-0.29	-0.12
17.34	12.50	14.25	4.50	10.25	1.75	6.75	0.00	3.25	0.25	0.00	0.25	0.25	1.50	0.50	0.00	0.75	-0.173828	0.018555	0.974609	-8.540000	2.590000	-2.030000	595.00	-0.27	-0.12
17.35	11.50	13.00	4.25	10.00	1.75	6.75	0.00	3.75	0.00	0.25	0.25	0.50	1.75	0.50	0.00	0.75	-0.171875	0.035156	0.968750	-6.440000	4.690000	-2.940000	580.00	-0.26	-0.13
17.36	9.75	11.25	3.75	9.50	1.75	6.75	0.00	4.25	0.25	0.25	0.50	0.50	1.75	0.50	0.00	0.75	-0.171875	0.020508	0.972656	-4.690000	6.650000	-3.080000	548.00	-0.24	-0.14
17.37	8.50	10.50	3.50	9.00	1.75	6.75	0.00	4.25	0.75	0.00	0.50	1.00	2.00	0.50	0.00	1.00	-0.163086	0.020508	0.968750	-3.080000	8.820000	-2.660000	532.00	-0.22	-0.15
17.38	7.50	9.50	3.00	8.25	1.50	6.75	0.00	5.00	0.75	0.25	0.50	0.75	2.00	0.75	0.00	1.00	-0.170410	0.022461	0.978516	-1.260000	10.570000	-2.310000	510.00	-0.20	-0.16
17.39	6.75	8.50	2.50	7.75	1.50	6.50	0.00	5.25	0.75	0.25	0.75	1.00	2.25	0.75	0.00	1.00	-0.166992	0.039551	0.971680	0.700000	12.600000	-1.890000	490.00	-0.19	-0.17
17.40	6.00	7.00	2.00	7.25	1.25	6.25	0.25	5.25	1.00	0.25	0.75	0.75	2.50	1.00	0.00	1.25	-0.174316	0.116699	0.942871	2.170000	15.890000	-1.960000	462.00	-0.17	-0.17
17.41	5.25	7.00	2.00	6.50	1.00	6.25	0.00	5.25	1.50	0.75	1.00	1.00	2.75	1.25	0.00	1.25	-0.174316	0.116699	0.942871	2.170000	15.890000	-1.960000	461.00	-0.14	-0.17
17.42	4.25	6.00	1.50	6.00	0.50	6.00	0.00	5.50	1.50	0.75	1.25	1.25	2.75	1.25	0.00	1.50	-0.186035	0.037598	0.971680	1.610000	18.620001	-2.870000	433.00	-0.12	-0.18
17.43	3.75	5.50	0.75	5.50	0.00	5.75	0.00	5.50	1.25	0.75	1.25	1.50	3.00	1.25	0.00	1.50	-0.193848	0.036133	0.963867	1.400000	20.020000	-3.640000	402.00	-0.11	-0.20
17.44	3.00	4.75	0.50	4.75	0.00	5.50	0.00	5.50	1.75	1.00	1.25	1.75	3.25	1.75	0.00	1.50	-0.202148	0.016602	0.970703	1.540000	20.860001	-3.850000	392.00	-0.07	-0.20
17.45	2.50	4.25	0.50	4.50	0.00	5.25	0.00	5.25	2.00	1.00	1.50	1.75	3.50	2.00	0.00	1.75	-0.197754	0.018555	0.955566	2.380000	21.490000	-4.060000	385.00	-0.05	-0.19
17.46	2.00	3.25	0.25	3.75	0.00	4.75	0.00	5.25	1.75	1.00	1.75	2.25	3.75	2.50	0.00	1.75	-0.198730	0.052246	0.970703	3.570000	22.190001	-4.340000	365.00	-0.02	-0.20
17.47	1.50	2.50	0.25	3.50	0.00	4.25	0.00	5.25	2.50	1.25	2.00	2.75	4.00	2.75	0.50	2.00	-0.173340	0.023438	0.983887	4.340000	22.820000	-4.550000	376.00	0.02	-0.19
17.48	1.50	1.50	0.00	2.50	0.00	3.25	0.00	5.00	2.75	1.25	2.00	2.75	4.25	3.50	0.50	2.00	-0.206543	0.057617	0.954590	5.180000	23.660000	-4.620000	350.00	0.06	-0.18
17.49	1.25	1.75	0.00	2.25	0.00	2.75	0.00	5.00	3.00	1.75	2.75	3.25	4.75	4.00	0.50	2.25	-0.195801	0.044922	0.930176	6.160000	24.850000	-4.340000	373.00	0.08	-0.17
17.50	1.00	1.25	0.00	2.25	0.00	2.00	0.00	4.75	3.50	2.00	3.25	3.50	5.00	4.50	0.50	2.25	-0.209473	0.029297	0.961914	6.930000	25.480000	-4.130000	377.00	0.11	-0.16
17.51	0.75	0.75	0.00	1.25	0.00	1.25	0.00	4.50	3.25	2.00	3.50	4.25	5.25	5.00	0.50	2.50	-0.116211	0.041016	0.980469	7.840000	26.250000	-4.270000	362.00	0.15	-0.16
17.52	0.75	0.50	0.00	1.50	0.00	0.75	0.00	4.50	3.25	2.75	4.25	5.25	5.50	5.25	0.75	2.75	-0.222656	0.071289	0.947754	10.220000	28.210001	-6.020000	392.00	0.16	-0.15
17.53	0.50	0.50	0.00	1.25	0.00	0.25	0.00	4.25	4.25	2.75	5.50	5.75	5.75	6.00	0.75	3.25	-0.234863	0.061523	0.926270	11.970000	29.540001	-7.210000	420.00	0.18	-0.14
17.54	0.25	0.25	0.00	1.00	0.00	0.00	0.00	3.75	4.50	3.00	6.75	6.50	6.00	7.75	0.75	3.50	-0.215332	0.046875	0.954102	14.420000	32.200001	-8.120000	447.00	0.21	-0.12
17.55	0.50	0.00	0.00	1.25	0.00	0.00	0.00	3.75	4.50	3.25	7.50	7.25	6.50	8.25	1.00	4.25	-0.250488	0.044434	0.954590	17.920000	38.500000	-8.400000	484.00	0.21	-0.12
17.56	0.25	0.00	0.00	1.25	0.00	0.00	0.00	3.25	5.00	3.75	8.00	7.75	6.75	8.75	1.25	4.50	-0.236328	0.065430	0.967285	21.490000	42.840000	-8.330000	507.00	0.22	-0.11
17.57	0.00	0.00	0.00	1.00	0.00	0.00	0.00	2.75	5.25	4.25	8.25	8.00	7.00	9.75	1.25	5.00	-0.194336	0.061523	0.971191	24.639999	48.439999	-8.540000	521.00	0.23	-0.11
17.58	0.00	0.00	0.00	0.75	0.00	0.00	0.00	2.50	5.25	5.00	8.75	8.75	7.25	10.25	1.50	5.25	-0.250977	0.057129	0.958008	26.809999	51.939999	-8.260000	546.00	0.24	-0.10
17.59	0.00	0.00	0.00	0.50	0.00	0.00	0.00	2.25	5.75	5.50	9.25	9.00	7.50	11.25	1.75	5.75	-0.280273	0.068848	0.964355	30.450001	55.580002	-7.980000	575.00	0.25	-0.09
17.60	0.00	0.00	0.00	0.25	0.00	0.00	0.00	2.00	6.25	6.00	9.75	9.50	7.75	12.25	2.00	6.25	-0.258789	0.067383	0.960449	31.710001	63.349998	-6.720000	606.00	0.25	-0.09
17.61	0.00	0.00	0.00	0.50	0.00	0.00	0.00	1.75	6.00	6.00	10.00	10.00	7.75	13.25	2.50	6.50	-0.284180	0.084961	0.974609	33.880001	73.500000	-5.320000	625.00	0.26	-0.09
17.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	7.00	6.75	10.25	10.25	8.00	14.25	3.25	7.00	-0.327637	0.100098	0.998535	41.230000	104.860001	-4.060000	656.00	0.27	-0.07
17.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	7.75	7.25	10.50	10.50	8.25	15.25	4.00	7.50	-0.315430	0.091309	1.074219	44.869999	124.529999	-4.130000	690.00	0.27	-0.06
17.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	7.50	7.50	10.75	10.75	8.25	16.50	5.00	8.25	-0.347656	0.124023	0.992676	47.040001	143.360001	-4.690000	716.00	0.28	-0.06
17.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.75	7.50	11.00	11.25	8.00	17.50	5.75	8.50	-0.380371	0.123535	1.024902	49.209999	163.169998	-5.250000	739.00	0.28	-0.06
17.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	7.50	10.75	11.25	8.00	18.25	6.00	9.00	-0.445801	0.119141	1.014160	51.099998	184.169998	-4.130000	751.00	0.29	-0.05
17.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	7.25	11.00	11.25	7.75	19.50	6.75	9.50	-0.467285	0.126953	1.048340	55.160000	206.570007	-2.380000	770.00	0.29	-0.05
17.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.50	7.50	10.75	11.00	7.50	20.00	7.25	10.25	-0.466309	0.128418	1.044434	58.869999	224.559998	-1.050000	772.00	0.29	-0.05
17.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.50	7.00	10.50	11.00	7.00	20.75	8.00	10.75	-0.560059	0.182617	1.080566	61.880001	244.930008	-1.400000	777.00	0.30	-0.05
17.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.50	6.75	10.25	10.75	6.75	21.25	8.25	11.00	-0.560547	0.168457	1.041016	63.349998	263.130005	-3.360000	775.00	0.30	-0.05
17.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.75	6.25	9.75	10.00	6.25	21.50	8.75	11.50	-0.592773	0.212402	1.067871	61.250000	283.779999	-7.000000	753.00	0.30	-0.05
17.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.25	6.00	9.25	9.50	5.50	21.75	9.00	11.25	-0.683594	0.220703	1.101074	59.570000	310.869995	-12.740000	730.00	0.31	-0.04
17.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.50	5.75	8.50	8.75	4.75	21.25	9.00	11.00	-0.675781	0.204590	1.055664	53.060001	341.670013	-16.590000	690.00	0.31	-0.04
17.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	5.25	7.75	8.00	3.75	20.75	9.00	10.50	-0.817383	0.357910	1.307617	44.939999	376.950012	-23.870001	647.00	0.31	-0.03
17.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.25	4.75	6.50	7.25	2.75	19.75	8.50	9.25	-0.907715	0.415527	1.272461	29.469999	414.820007	-38.080002	568.00	0.32	-0.04
17.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.75	4.00	5.75	6.50	2.50	18.00	7.75	7.75	-0.875000	0.568359	1.214844	21.700001	460.390015	-52.430000	505.00	0.32	-0.03
17.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	3.25	4.75	5.75	2.00	16.00	6.25	6.25	-1.391113	0.641113	1.978027	40.529999	494.690002	-61.810001	424.00	0.32	-0.03
17.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	2.50	3.25	5.00	1.50	13.25	5.00	5.00	-2.018555	0.588379	3.020508	73.709999	513.729980	-57.750000	345.00	0.32	-0.03
17.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.25	2.00	2.75	4.00	1.50	10.75	3.50	3.75	-2.130371	0.319336	3.390625	97.019997	513.450012	-47.670002	270.00	0.32	-0.03
17.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.25	2.00	2.25	2.75	1.00	8.25	3.00	2.75	-1.640137	0.237793	3.309570	134.119995	486.989990	-37.380001	215.00	0.32	-0.02
17.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	1.25	1.25	2.00	1.00	6.00	1.75	1.50	-1.266602	0.537598	3.106445	157.430008	457.239990	-38.570000	140.00	0.32	-0.03
17.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	1.25	1.25	0.75	3.25	0.50	0.75	-0.451172	0.582031	2.729004	193.059998	439.739990	-56.560001	78.00	0.31	-0.06
17.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.50	1.00	0.25	1.50	0.25	0.25	1.724121	-1.252441	2.523926	274.750000	326.549988	-166.809998	37.00	0.00	0.00
17.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.50	0.50	0.00	1.00	0.00	0.00	-0.174805	0.626953	2.446777	202.300003	243.040009	-246.540009	22.00	0.00	0.00
17.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.25	0.00	1.00	0.00	0.00	0.348145	0.659180	4.701660	194.600006	61.180000	-239.190002	16.00	0.00	0.00
17.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.50	0.25	0.00	0.50	0.00	0.00	0.415527	0.124512	2.725098	146.160004	-72.870003	-236.880005	15.00	0.00	0.00
17.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.410156	0.019043	2.077637	50.680000	-155.330002	-225.399994	3.00	0.00	0.00
17.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.249023	0.346191	1.407227	-49.560001	-201.529999	-203.070007	5.00	0.00	0.00
17.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.25	0.00	0.00	0.00	0.00	0.00	0.177246	0.638672	1.172852	-117.739998	-221.410004	-179.059998	5.00	0.00	0.00
17.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.203125	0.818359	0.959961	-132.649994	-234.290009	-147.979996	0.00	0.00	0.00
17.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.280762	0.868652	0.767578	-120.750000	-245.279999	-117.809998	0.00	0.00	0.00
17.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.286133	0.916504	0.680664	-97.019997	-255.990005	-90.720001	0.00	0.00	0.00
17.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.241211	0.922363	0.665527	-64.680000	-265.299988	-64.260002	0.00	0.00	0.00
17.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.197754	0.913086	0.691895	-29.680000	-274.399994	-37.170002	0.00	0.00	0.00
17.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.136230	0.861816	0.790527	2.170000	-285.529999	-9.520000	0.00	0.00	0.00
17.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.064453	0.767090	0.881348	26.250000	-300.720001	17.920000	0.00	0.00	0.00
17.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.021973	0.688965	0.982910	40.040001	-316.119995	42.349998	0.00	0.00	0.00
17.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.094238	0.596191	1.057617	46.689999	-331.170013	62.580002	0.00	0.00	0.00
