# time	left pressure 1[N/cm²]	left pressure 2[N/cm²]	left pressure 3[N/cm²]	left pressure 4[N/cm²]	left pressure 5[N/cm²]	left pressure 6[N/cm²]	left pressure 7[N/cm²]	left pressure 8[N/cm²]	left pressure 9[N/cm²]	left pressure 10[N/cm²]	left pressure 11[N/cm²]	left pressure 12[N/cm²]	left pressure 13[N/cm²]	left pressure 14[N/cm²]	left pressure 15[N/cm²]	left pressure 16[N/cm²]	left acceleration X[g]	left acceleration Y[g]	left acceleration Z[g]	left angular X[dps]	left angular Y[dps]	left angular Z[dps]	left total force[N]	left center of pressure X[%]	left center of pressure Y[%]
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.190918	0.011719	0.961426	-1.610000	6.510000	-1.610000	0.00	0.00	0.00
0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.199707	0.014648	0.965332	-1.400000	6.370000	-1.470000	0.00	0.00	0.00
0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.192383	0.015137	0.958008	-1.540000	6.440000	-1.470000	3.00	0.00	0.00
0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.185547	0.013184	0.957031	-1.610000	6.440000	-1.470000	0.00	0.00	0.00
0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.192871	0.012695	0.955078	-1.680000	6.720000	-1.610000	0.00	0.00	0.00
0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.187012	0.010742	0.955566	-1.750000	6.790000	-1.680000	0.00	0.00	0.00
0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.189453	0.013672	0.960449	-1.470000	6.300000	-1.610000	0.00	0.00	0.00
0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.190430	0.008789	0.963379	-1.470000	6.230000	-1.610000	3.00	0.00	0.00
0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.191895	0.013184	0.953125	-1.470000	6.160000	-1.540000	0.00	0.00	0.00
0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.191406	0.010742	0.962402	-1.400000	6.020000	-1.400000	0.00	0.00	0.00
0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.190430	0.013672	0.960449	-1.470000	6.160000	-1.400000	3.00	0.00	0.00
0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.189453	0.015137	0.958008	-1.470000	6.370000	-1.470000	0.00	0.00	0.00
0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.190918	0.012207	0.958496	-1.540000	6.370000	-1.470000	3.00	0.00	0.00
0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.190918	0.013184	0.959961	-1.540000	6.440000	-1.540000	3.00	0.00	0.00
0.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.191895	0.010742	0.956543	-1.540000	6.440000	-1.540000	0.00	0.00	0.00
0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.189453	0.007812	0.956543	-1.680000	6.300000	-1.540000	0.00	0.00	0.00
0.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.193848	0.019531	0.961426	-1.610000	6.300000	-1.540000	0.00	0.00	0.00
0.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.191406	0.009766	0.957520	-1.610000	6.370000	-1.540000	0.00	0.00	0.00
0.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.196777	0.009277	0.958008	-1.540000	6.230000	-1.400000	0.00	0.00	0.00
0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.187988	0.007812	0.957031	-1.470000	6.300000	-1.470000	0.00	0.00	0.00
0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.192871	0.010254	0.959961	-1.540000	6.370000	-1.470000	0.00	0.00	0.00
0.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.190918	0.012695	0.963379	-1.540000	6.230000	-1.400000	0.00	0.00	0.00
0.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.195312	0.009766	0.958008	-1.470000	6.300000	-1.470000	0.00	0.00	0.00
0.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.190430	0.013184	0.959961	-1.470000	6.300000	-1.540000	3.00	0.00	0.00
0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.193848	0.013672	0.963379	-1.470000	6.510000	-1.540000	3.00	0.00	0.00
0.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.197266	0.012695	0.958496	-1.540000	6.440000	-1.470000	3.00	0.00	0.00
0.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.191895	0.012695	0.959961	-1.680000	6.650000	-1.540000	0.00	0.00	0.00
0.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.193848	0.015137	0.957520	-1.540000	6.440000	-1.470000	0.00	0.00	0.00
0.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.190918	0.010742	0.960449	-1.540000	6.650000	-1.610000	0.00	0.00	0.00
0.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.194824	0.015625	0.961426	-1.540000	6.440000	-1.540000	0.00	0.00	0.00
0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.197754	0.018066	0.965332	-1.680000	6.790000	-1.540000	0.00	0.00	0.00
0.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.191406	0.019043	0.960449	-1.540000	6.510000	-1.470000	0.00	0.00	0.00
0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.190430	0.014160	0.958984	-1.470000	6.370000	-1.470000	3.00	0.00	0.00
0.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.188477	0.016113	0.961914	-1.470000	6.510000	-1.470000	3.00	0.00	0.00
0.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.190430	0.019531	0.965820	-1.470000	6.510000	-1.540000	3.00	0.00	0.00
0.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.187500	0.010254	0.960449	-1.540000	6.440000	-1.470000	0.00	0.00	0.00
0.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.194336	0.014160	0.962402	-1.540000	6.510000	-1.470000	0.00	0.00	0.00
0.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.195312	0.013672	0.963379	-1.470000	6.370000	-1.540000	0.00	0.00	0.00
0.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.194336	0.014160	0.958984	-1.470000	6.370000	-1.540000	3.00	0.00	0.00
0.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.188477	0.014160	0.959961	-1.470000	6.370000	-1.470000	0.00	0.00	0.00
0.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.195801	0.013672	0.955566	-1.400000	6.230000	-1.400000	0.00	0.00	0.00
0.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.188965	0.010742	0.956055	-1.470000	6.230000	-1.470000	3.00	0.00	0.00
0.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.187500	0.011230	0.967285	-1.470000	6.230000	-1.540000	3.00	0.00	0.00
0.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.192383	0.013184	0.961426	-1.470000	6.370000	-1.470000	0.00	0.00	0.00
0.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.189453	0.013672	0.963867	-1.540000	6.300000	-1.400000	0.00	0.00	0.00
0.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.187988	0.015137	0.960449	-1.470000	6.370000	-1.540000	3.00	0.00	0.00
0.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.190918	0.014648	0.960938	-1.540000	6.440000	-1.610000	0.00	0.00	0.00
0.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.191895	0.013672	0.953125	-1.610000	6.300000	-1.610000	3.00	0.00	0.00
0.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.191895	0.014648	0.957520	-1.610000	6.300000	-1.540000	0.00	0.00	0.00
0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.191895	0.014648	0.960938	-1.680000	6.510000	-1.610000	0.00	0.00	0.00
0.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.190918	0.012207	0.958008	-1.610000	6.510000	-1.470000	0.00	0.00	0.00
0.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.193359	0.016602	0.960938	-1.470000	6.300000	-1.400000	0.00	0.00	0.00
0.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.191406	0.013672	0.959961	-1.330000	6.090000	-1.470000	0.00	0.00	0.00
0.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.192871	0.008301	0.955566	-1.400000	6.300000	-1.610000	3.00	0.00	0.00
0.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.191895	0.016602	0.963867	-1.610000	6.300000	-1.540000	3.00	0.00	0.00
0.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.193848	0.016602	0.962402	-1.470000	6.300000	-1.540000	3.00	0.00	0.00
0.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.193848	0.014648	0.959473	-1.400000	6.370000	-1.540000	0.00	0.00	0.00
0.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.190430	0.015137	0.959473	-1.400000	6.580000	-1.540000	3.00	0.00	0.00
0.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.189941	0.019043	0.963379	-1.470000	6.370000	-1.540000	0.00	0.00	0.00
0.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.191895	0.012207	0.960938	-1.470000	6.510000	-1.540000	0.00	0.00	0.00
0.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.188965	0.013184	0.960449	-1.470000	6.370000	-1.470000	0.00	0.00	0.00
0.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.190918	0.014648	0.960938	-1.540000	6.370000	-1.610000	0.00	0.00	0.00
0.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.195801	0.014648	0.964355	-1.470000	6.300000	-1.470000	3.00	0.00	0.00
0.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.193848	0.009277	0.965820	-1.470000	6.300000	-1.470000	0.00	0.00	0.00
0.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.192383	0.013184	0.962891	-1.470000	6.370000	-1.470000	0.00	0.00	0.00
0.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.190918	0.019531	0.963379	-1.470000	6.300000	-1.540000	0.00	0.00	0.00
0.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.187988	0.017090	0.959961	-1.470000	6.230000	-1.470000	0.00	0.00	0.00
0.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.190430	0.008301	0.962402	-1.680000	6.720000	-1.610000	3.00	0.00	0.00
0.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.190918	0.017090	0.958984	-1.680000	6.580000	-1.540000	0.00	0.00	0.00
0.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.189941	0.018066	0.958984	-1.470000	6.370000	-1.470000	3.00	0.00	0.00
0.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.195801	0.014648	0.958496	-1.400000	6.370000	-1.400000	0.00	0.00	0.00
0.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.194824	0.014648	0.961914	-1.540000	6.720000	-1.610000	3.00	0.00	0.00
0.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.195801	0.012695	0.958496	-1.610000	6.720000	-1.540000	0.00	0.00	0.00
0.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.187988	0.010742	0.956543	-1.470000	6.370000	-1.400000	0.00	0.00	0.00
0.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.189453	0.007812	0.957520	-1.540000	6.510000	-1.470000	0.00	0.00	0.00
0.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.189453	0.015625	0.955078	-1.400000	6.440000	-1.400000	3.00	0.00	0.00
0.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.184570	0.015137	0.959473	-1.400000	6.370000	-1.470000	0.00	0.00	0.00
0.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.190918	0.013184	0.961426	-1.400000	6.300000	-1.470000	3.00	0.00	0.00
0.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.189941	0.017578	0.958984	-1.470000	6.370000	-1.610000	0.00	0.00	0.00
0.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.191895	0.012695	0.954590	-1.540000	6.300000	-1.540000	0.00	0.00	0.00
0.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.191895	0.010742	0.962891	-1.470000	6.300000	-1.470000	0.00	0.00	0.00
0.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.194824	0.010742	0.962891	-1.470000	6.300000	-1.470000	0.00	0.00	0.00
0.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.191895	0.014648	0.959961	-1.470000	6.370000	-1.400000	0.00	0.00	0.00
0.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.189453	0.018066	0.964355	-1.470000	6.370000	-1.540000	0.00	0.00	0.00
0.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.189941	0.011230	0.958496	-1.470000	6.300000	-1.540000	3.00	0.00	0.00
0.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.188477	0.012207	0.959473	-1.540000	6.440000	-1.470000	0.00	0.00	0.00
0.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.192871	0.018555	0.963867	-1.540000	6.230000	-1.400000	0.00	0.00	0.00
0.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.196289	0.013672	0.960938	-1.470000	6.230000	-1.470000	0.00	0.00	0.00
0.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.191895	0.017090	0.962891	-1.540000	6.510000	-1.540000	0.00	0.00	0.00
0.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.186035	0.011719	0.958984	-1.680000	6.650000	-1.540000	0.00	0.00	0.00
0.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.187500	0.014648	0.962891	-1.540000	6.440000	-1.540000	0.00	0.00	0.00
0.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.186523	0.011719	0.965332	-1.610000	6.440000	-1.610000	0.00	0.00	0.00
0.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.190430	0.014160	0.960938	-1.540000	6.510000	-1.610000	0.00	0.00	0.00
0.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.188477	0.014648	0.962891	-1.610000	6.650000	-1.540000	0.00	0.00	0.00
0.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.189453	0.014160	0.961426	-1.470000	6.440000	-1.400000	0.00	0.00	0.00
0.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.187500	0.009277	0.963379	-1.470000	6.300000	-1.400000	0.00	0.00	0.00
0.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.191406	0.015137	0.960449	-1.470000	6.230000	-1.400000	0.00	0.00	0.00
0.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.192871	0.017090	0.961426	-1.330000	6.160000	-1.400000	0.00	0.00	0.00
0.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.196289	0.009277	0.961426	-1.190000	5.880000	-1.400000	0.00	0.00	0.00
1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.196289	0.009277	0.961426	-1.190000	5.880000	-1.400000	0.00	0.00	0.00
1.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.190430	0.021484	0.955078	-0.560000	5.530000	-1.190000	0.00	0.00	0.00
1.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.187012	0.015137	0.964355	-0.140000	5.460000	-1.120000	0.00	0.00	0.00
1.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.192871	0.013184	0.961914	0.350000	5.110000	-0.980000	0.00	0.00	0.00
1.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.191895	0.008789	0.960938	0.280000	5.110000	-0.840000	0.00	0.00	0.00
1.05	0.25	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.192383	0.011719	0.967285	0.840000	5.320000	-0.490000	5.00	0.00	0.00
1.06	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.185547	0.013184	0.960938	1.680000	5.530000	-0.420000	2.00	0.00	0.00
1.07	0.25	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.182129	0.014648	0.951660	1.470000	5.530000	0.000000	7.00	0.00	0.00
1.08	0.50	1.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.188965	0.019043	0.958496	0.980000	4.480000	-0.070000	17.00	0.00	0.00
1.09	0.50	1.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.193848	0.021484	0.944824	1.190000	3.570000	-0.350000	17.00	0.00	0.00
1.10	0.75	1.25	0.25	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.192383	0.016602	0.969727	1.120000	3.150000	-0.350000	25.00	0.00	0.00
1.11	1.00	1.50	0.25	0.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.180664	0.027344	0.953613	0.630000	2.870000	-0.210000	35.00	0.00	0.00
1.12	1.25	2.25	0.50	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.194336	0.011230	0.971191	0.350000	3.010000	-0.280000	50.00	-0.37	-0.08
1.13	1.50	2.25	1.00	0.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.195312	0.023926	0.970215	1.190000	3.640000	-0.280000	56.00	-0.36	-0.05
1.14	1.50	2.50	0.75	1.25	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.179688	0.019531	0.979004	3.290000	4.340000	-0.210000	63.00	-0.35	-0.08
1.15	1.75	3.00	0.75	1.75	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.186035	0.013184	0.969238	5.320000	4.480000	0.210000	76.00	-0.35	-0.09
1.16	2.25	3.25	0.75	2.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.186035	0.018066	0.964844	7.420000	4.760000	0.560000	94.00	-0.35	-0.10
1.17	2.25	3.75	0.75	2.25	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.182617	0.006836	0.947754	8.750000	3.920000	0.700000	96.00	-0.35	-0.10
1.18	2.50	4.00	1.00	2.25	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.187012	0.017578	0.975098	10.220000	3.500000	0.280000	104.00	-0.35	-0.09
1.19	2.75	4.50	1.00	2.75	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.170898	0.032227	0.957031	10.500000	3.360000	0.000000	117.00	-0.35	-0.09
1.20	3.00	4.50	1.00	2.75	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.180664	0.041016	0.959473	9.100000	3.150000	-0.210000	125.00	-0.35	-0.10
1.21	3.00	4.50	1.00	2.50	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.176270	0.042480	0.952148	7.210000	3.500000	-0.420000	122.00	-0.35	-0.10
