# time	left pressure 1[N/cm²]	left pressure 2[N/cm²]	left pressure 3[N/cm²]	left pressure 4[N/cm²]	left pressure 5[N/cm²]	left pressure 6[N/cm²]	left pressure 7[N/cm²]	left pressure 8[N/cm²]	left pressure 9[N/cm²]	left pressure 10[N/cm²]	left pressure 11[N/cm²]	left pressure 12[N/cm²]	left pressure 13[N/cm²]	left pressure 14[N/cm²]	left pressure 15[N/cm²]	left pressure 16[N/cm²]	left acceleration X[g]	left acceleration Y[g]	left acceleration Z[g]	left angular X[dps]	left angular Y[dps]	left angular Z[dps]	left total force[N]	left center of pressure X[%]	left center of pressure Y[%]	right pressure 1[N/cm²]	right pressure 2[N/cm²]	right pressure 3[N/cm²]	right pressure 4[N/cm²]	right pressure 5[N/cm²]	right pressure 6[N/cm²]	right pressure 7[N/cm²]	right pressure 8[N/cm²]	right pressure 9[N/cm²]	right pressure 10[N/cm²]	right pressure 11[N/cm²]	right pressure 12[N/cm²]	right pressure 13[N/cm²]	right pressure 14[N/cm²]	right pressure 15[N/cm²]	right pressure 16[N/cm²]	right acceleration X[g]	right acceleration Y[g]	right acceleration Z[g]	right angular X[dps]	right angular Y[dps]	right angular Z[dps]	right total force[N]	right center of pressure X[%]	right center of pressure Y[%]
0.00	3.50	3.75	6.50	7.00	8.00	8.50	2.25	6.25	3.75	5.75	6.75	5.50	5.25	6.75	0.25	4.50	-0.190918	0.069824	0.963867	-7.770000	6.720000	0.000000	897.00	0.00	-0.10																									
0.01	3.50	4.00	6.50	7.25	8.25	8.50	2.50	6.25	4.00	5.25	6.75	5.50	5.00	6.75	0.50	4.50	-0.196289	0.067871	0.959961	-7.210000	7.070000	-0.280000	907.00	0.00	-0.10																									
0.02	3.00	4.25	6.50	7.25	8.00	8.25	2.50	6.00	3.50	6.00	6.75	5.75	5.25	7.25	0.50	4.75	-0.193359	0.057617	0.960449	-6.790000	7.350000	-0.630000	907.00	0.01	-0.10	0.00	0.00	0.00	0.00	0.00	0.00	1.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.513672	0.085938	0.871582	129.710007	24.780001	-282.940002	23.00	0.00	0.00
0.03	3.25	4.00	6.50	7.25	8.00	8.25	2.50	6.00	4.00	6.00	6.75	5.50	5.00	7.25	0.50	4.50	-0.196777	0.069336	0.962402	-6.650000	7.420000	-0.980000	908.00	0.01	-0.09	0.00	0.00	0.00	0.00	0.00	0.00	1.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.484375	0.072754	0.874512	115.849998	30.309999	-289.029999	23.00	0.00	0.00
0.04	3.50	3.75	6.50	7.25	8.50	8.25	2.50	6.00	4.00	6.00	6.50	5.75	5.00	7.00	0.50	4.50	-0.194336	0.057617	0.949707	-6.650000	6.930000	-1.260000	911.00	0.01	-0.09	0.00	0.00	0.00	0.00	0.00	0.00	1.50	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	-0.448730	0.090820	0.858887	102.550003	36.330002	-294.209991	25.00	0.00	0.00
0.05	3.25	4.25	6.75	7.25	8.50	8.25	2.50	6.00	4.25	6.25	7.00	5.50	5.00	7.25	0.50	4.50	-0.195312	0.057617	0.955566	-6.440000	6.650000	-1.330000	927.00	0.01	-0.09	0.00	0.00	0.00	0.00	0.00	0.00	1.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.405273	0.151367	0.913574	92.400002	42.139999	-296.940002	23.00	0.00	0.00
0.06	3.25	4.25	6.75	7.25	8.50	8.25	2.50	5.75	4.25	6.25	6.75	5.50	4.75	7.25	0.50	4.75	-0.195312	0.060059	0.966309	-6.020000	6.720000	-1.330000	920.00	0.01	-0.09	0.00	0.00	0.00	0.00	0.00	0.00	1.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.351074	0.208496	0.929199	85.820000	45.360001	-296.100006	23.00	0.00	0.00
0.07	3.50	4.00	6.75	7.25	8.50	8.25	2.75	5.75	4.50	6.00	7.00	5.75	4.50	7.25	0.50	4.75	-0.193359	0.061035	0.955078	-5.880000	6.930000	-1.400000	927.00	0.01	-0.08	0.00	0.00	0.00	0.00	0.00	0.00	1.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.330078	0.257812	0.905762	80.709999	47.180000	-292.670013	27.00	0.00	0.00
0.08	3.25	4.25	6.75	7.00	9.00	8.25	2.75	5.75	4.50	6.25	7.00	5.50	4.75	7.25	0.50	4.75	-0.194824	0.064453	0.955566	-5.950000	6.930000	-1.400000	932.00	0.01	-0.08	0.00	0.00	0.00	0.00	0.00	0.00	1.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.305176	0.270508	0.874023	77.629997	49.630001	-288.679993	27.00	0.00	0.00
0.09	3.50	4.00	7.00	7.50	9.25	8.25	2.75	5.75	4.50	6.25	7.00	5.50	4.50	7.50	0.50	4.75	-0.193359	0.057617	0.962402	-6.090000	6.580000	-1.260000	943.00	0.01	-0.08	0.00	0.00	0.00	0.00	0.00	0.00	1.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.260742	0.277832	0.920410	76.370003	57.400002	-285.390015	27.00	0.00	0.00
0.10	3.50	4.25	7.00	7.25	9.25	8.25	2.75	5.75	4.25	6.50	7.00	5.50	4.50	7.25	0.50	4.75	-0.193848	0.054199	0.964355	-5.950000	6.090000	-1.120000	940.00	0.00	-0.08	0.00	0.00	0.00	0.00	0.00	0.00	1.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.224609	0.332520	0.946777	74.690002	59.639999	-285.110016	23.00	0.00	0.00
0.11	3.50	4.25	7.25	7.50	9.25	8.25	3.00	5.50	4.75	6.75	7.25	5.75	4.50	7.25	0.50	4.75	-0.190430	0.052246	0.954102	-6.020000	6.230000	-0.980000	960.00	0.01	-0.08	0.00	0.00	0.00	0.00	0.00	0.00	1.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.178223	0.375977	0.999023	74.830002	59.570000	-283.429993	23.00	0.00	0.00
0.12	3.50	4.25	7.25	7.25	9.75	8.25	3.00	5.50	4.75	6.75	7.00	5.50	4.25	7.25	0.50	4.75	-0.193848	0.059570	0.963379	-6.090000	6.440000	-1.190000	955.00	0.01	-0.07	0.00	0.00	0.00	0.00	0.00	0.00	1.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.124512	0.403320	1.019043	74.690002	57.189999	-280.000000	27.00	0.00	0.00
0.13	3.25	4.25	7.25	7.50	9.50	8.25	3.00	5.75	5.00	7.00	7.25	5.25	4.25	7.50	0.50	5.00	-0.194824	0.054688	0.963867	-6.020000	6.650000	-1.400000	966.00	0.01	-0.08	0.00	0.00	0.00	0.00	0.00	0.00	1.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.087402	0.458984	0.949219	73.220001	53.619999	-274.540009	27.00	0.00	0.00
0.14	3.50	4.25	7.00	7.50	10.00	8.00	3.00	5.50	5.00	6.75	7.50	5.50	4.00	7.75	0.50	4.75	-0.193359	0.057129	0.956543	-6.020000	6.720000	-1.330000	966.00	0.01	-0.07	0.00	0.00	0.00	0.00	0.00	0.00	1.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.081055	0.568359	0.832031	75.879997	53.549999	-265.579987	27.00	0.00	0.00
0.15	3.50	4.25	7.25	7.50	10.00	8.00	3.25	5.50	5.00	7.00	7.25	5.50	4.00	7.50	0.75	4.75	-0.209961	0.102539	0.875000	-5.670000	6.790000	-1.330000	973.00	0.01	-0.07	0.00	0.00	0.00	0.00	0.00	0.00	1.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.072266	0.629883	0.785156	82.040001	58.660000	-253.050003	27.00	0.00	0.00
0.16	3.25	4.00	7.25	7.50	10.00	8.00	3.25	5.50	5.00	7.00	7.50	5.50	4.00	7.50	0.50	5.00	-0.193359	0.049316	0.962891	-5.180000	7.490000	-1.120000	969.00	0.01	-0.07	0.00	0.00	0.00	0.00	0.00	0.00	1.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.063477	0.688477	0.679199	87.220001	66.709999	-237.089996	27.00	0.00	0.00
0.17	3.50	4.50	7.25	7.25	10.00	7.75	3.25	5.25	5.00	7.00	7.50	5.75	4.00	7.50	0.50	4.75	-0.194336	0.053223	0.954590	-4.620000	8.120000	-1.190000	969.00	0.01	-0.07	0.00	0.00	0.00	0.00	0.00	0.00	1.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.056641	0.808594	0.539551	92.820000	80.709999	-217.770004	27.00	0.00	0.00
0.18	3.25	4.00	7.25	7.25	10.25	7.75	3.25	5.25	5.00	7.25	7.50	5.75	3.75	7.50	0.50	4.75	-0.195801	0.051758	0.955566	-4.410000	8.470000	-1.190000	965.00	0.01	-0.07	0.00	0.00	0.00	0.00	0.00	0.00	1.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.799316	1.584473	1.604004	201.880005	57.400002	-198.660004	27.00	0.00	0.00
0.19	3.50	4.00	7.00	7.25	10.25	7.75	3.25	5.25	5.25	7.25	7.75	5.50	3.75	7.25	0.50	5.00	-0.195312	0.052734	0.960938	-4.340000	8.750000	-1.120000	967.00	0.01	-0.07	0.00	0.00	0.00	0.00	0.00	0.00	1.50	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.825195	0.626953	1.016113	262.779999	16.870001	-190.399994	28.00	0.00	0.00
0.20	3.25	3.75	7.00	7.00	10.25	7.50	3.25	5.25	5.25	7.50	7.75	6.00	3.75	7.75	0.50	5.00	-0.192871	0.046875	0.955566	-4.060000	10.290000	-0.350000	969.00	0.02	-0.07	0.00	0.00	0.00	0.00	0.00	0.00	1.50	0.00	0.00	0.00	0.25	0.00	0.00	0.50	0.00	0.00	1.626953	0.726562	2.525391	238.419998	-35.910000	-169.050003	30.00	0.00	0.00
0.21	3.00	3.75	7.00	7.00	10.00	7.50	3.25	5.25	5.25	7.75	8.00	6.00	3.75	7.50	0.50	5.00	-0.189941	0.054199	0.958008	-3.430000	11.130000	0.350000	966.00	0.02	-0.07	0.00	0.00	0.00	0.00	0.00	0.00	1.50	0.00	0.00	0.25	0.25	0.00	0.00	0.50	0.00	0.00	1.608887	0.245605	1.697266	141.050003	-88.550003	-132.860001	32.00	0.00	0.00
0.22	2.50	3.50	6.75	6.75	9.75	7.50	3.50	5.00	5.50	7.75	8.00	5.75	3.75	7.50	0.75	5.00	-0.197266	0.053223	0.960449	-3.360000	12.320000	0.840000	954.00	0.03	-0.06	0.00	0.00	0.00	0.00	0.00	0.00	1.75	0.00	0.00	0.50	0.75	0.50	0.00	0.75	0.00	0.00	2.083496	0.407715	1.666504	71.330002	-122.430000	-98.279999	51.00	0.17	0.11
0.23	2.50	3.00	6.50	6.75	9.75	7.25	3.50	5.00	5.50	8.00	8.50	6.00	4.00	7.50	0.75	5.00	-0.200195	0.044434	0.961914	-4.060000	13.650000	1.890000	956.00	0.03	-0.06	0.00	0.00	0.00	0.00	0.00	0.00	1.50	0.00	0.25	0.50	0.50	0.25	0.00	0.50	0.00	0.00	2.306641	0.155273	1.602051	63.700001	-161.279999	-87.779999	43.00	0.00	0.00
0.24	2.00	3.00	6.25	6.25	9.50	7.00	3.50	5.00	6.25	8.00	8.50	6.25	4.00	7.50	0.50	5.00	-0.191895	0.049805	0.951172	-4.620000	14.910000	3.360000	947.00	0.04	-0.06	0.00	0.00	0.00	0.00	0.00	0.00	1.75	0.00	0.25	0.50	0.75	0.50	0.50	0.75	0.00	0.00	1.220703	-0.446289	2.363770	73.779999	-215.949997	-86.730003	59.00	0.18	0.07
0.25	1.50	2.50	5.75	6.00	9.00	6.75	3.75	5.00	6.50	8.25	9.00	6.25	3.50	7.25	0.75	5.00	-0.192383	0.050781	0.972656	-4.690000	16.240000	5.320000	932.00	0.05	-0.06	0.00	0.00	0.00	0.00	0.00	0.00	1.75	0.00	0.25	0.75	1.25	1.00	0.25	0.75	0.00	0.00	-0.156250	-0.170410	1.414551	24.570000	-227.220001	-50.330002	70.00	0.19	0.05
0.26	1.25	2.00	5.00	5.50	8.75	6.50	4.00	4.75	7.75	8.50	9.00	6.25	3.75	7.25	0.75	5.00	-0.195801	0.050781	0.969238	-4.550000	17.710001	7.910000	927.00	0.07	-0.05	0.00	0.00	0.00	0.00	0.00	0.00	1.75	0.25	0.25	0.75	1.25	1.00	1.00	0.75	0.00	0.00	-0.342773	-0.015625	1.036621	-3.710000	-199.919998	-12.460000	80.00	0.18	-0.01
0.27	1.00	1.50	4.50	5.50	8.25	6.00	4.00	4.25	8.00	8.75	9.25	6.00	3.75	7.25	0.75	5.25	-0.209473	0.019043	0.967285	-4.760000	19.180000	11.620000	903.00	0.08	-0.05	0.00	0.00	0.00	0.25	0.25	0.00	2.00	0.50	0.25	1.00	1.00	0.75	1.50	1.00	0.00	0.00	-0.243164	-0.015137	1.045898	-7.770000	-168.139999	1.750000	97.00	0.15	-0.03
0.28	0.75	1.75	4.00	5.00	7.50	5.75	4.25	4.25	8.25	9.00	9.75	5.75	3.50	7.00	0.75	5.25	-0.232910	0.016113	0.974121	-4.830000	20.580000	16.730000	888.00	0.09	-0.04	0.00	0.00	0.00	0.50	0.50	0.25	2.00	1.00	0.50	0.75	1.00	1.00	1.50	0.75	0.00	0.25	-0.156250	0.166992	1.326172	-16.240000	-135.869995	12.740000	115.00	0.11	-0.07
0.29	0.50	1.50	3.25	4.50	6.75	5.25	4.25	3.75	8.75	9.25	9.75	6.25	3.75	7.00	0.75	5.25	-0.192871	0.001953	0.981934	-5.320000	21.139999	23.730000	865.00	0.10	-0.04	0.00	0.00	0.25	0.25	1.25	1.00	2.00	1.25	0.50	0.75	1.00	1.00	1.25	0.75	0.00	0.00	-0.184082	0.086914	1.024414	-2.800000	-27.020000	19.600000	132.00	0.07	-0.06
0.30	0.25	0.50	3.00	4.25	6.00	4.50	4.25	3.00	9.00	9.75	10.00	6.00	3.25	6.75	0.75	5.25	-0.207520	-0.041992	0.971191	-6.650000	21.490000	34.439999	822.00	0.12	-0.03	0.00	0.50	0.50	0.75	1.50	1.75	2.25	1.50	0.00	0.50	1.00	0.75	1.50	0.75	0.00	0.00	-0.192383	0.153809	0.999023	-0.420000	-17.150000	24.010000	154.00	0.01	-0.10
0.31	0.00	1.00	2.75	3.50	5.25	4.00	4.25	2.75	9.25	10.00	10.25	6.00	3.00	7.00	0.75	5.25	-0.188477	-0.081543	0.962402	-11.060000	23.030001	50.889999	804.00	0.13	-0.02	0.50	1.00	0.75	2.00	1.75	2.50	2.25	1.75	0.00	0.50	0.75	0.50	0.75	0.50	0.00	0.00	-0.150879	0.104492	0.972656	1.330000	-10.290000	24.430000	181.00	-0.06	-0.10
0.32	0.25	0.75	2.00	3.25	4.25	3.00	4.25	2.25	9.50	10.00	10.25	5.75	2.75	6.75	0.75	5.00	-0.217285	-0.129395	0.970703	-15.540000	25.480000	70.559998	758.00	0.14	-0.01	1.00	1.50	1.25	2.75	2.00	2.50	2.00	2.00	0.25	0.50	0.75	0.50	0.50	0.50	0.00	0.00	-0.096191	0.090332	0.996094	4.900000	-6.790000	21.980000	208.00	-0.09	-0.10
0.33	0.00	0.75	2.00	2.50	3.75	2.25	4.25	1.75	9.25	10.00	10.00	5.75	2.50	6.50	0.75	5.25	-0.205566	-0.177734	0.983398	-23.240000	26.809999	100.590004	717.00	0.16	-0.01	0.75	1.75	1.25	3.00	2.00	2.75	2.00	1.75	0.00	0.25	0.75	0.25	0.25	0.25	0.00	0.00	-0.182129	0.078613	1.049805	11.480000	-5.180000	18.969999	197.00	-0.12	-0.10
0.34	0.00	0.00	1.75	2.75	3.00	1.25	4.00	1.50	9.50	9.75	10.25	5.75	2.00	6.00	0.75	5.00	-0.252930	-0.134277	0.966309	-31.850000	27.090000	138.110001	677.00	0.17	0.00	1.50	2.00	1.50	3.25	2.00	3.00	2.00	1.75	0.00	0.25	0.75	0.50	0.00	0.25	0.00	0.00	-0.142090	0.075195	1.021973	24.430000	-12.600000	16.450001	216.00	-0.14	-0.09
0.35	0.00	0.25	1.50	1.75	2.75	0.75	4.00	1.00	9.25	9.75	10.00	5.50	2.25	6.50	0.50	5.00	-0.228516	-0.141602	0.958496	-38.849998	27.230000	173.110001	645.00	0.18	0.01	1.50	2.50	1.50	4.00	2.25	3.00	2.00	1.50	0.00	0.25	0.25	0.25	0.50	0.00	0.00	0.00	-0.133301	0.061523	1.053223	29.960001	-21.629999	13.510000	222.00	-0.16	-0.10
0.36	0.00	0.50	1.50	2.00	2.25	0.50	3.75	0.75	9.00	9.75	10.00	5.50	1.75	6.25	0.75	5.00	-0.215332	-0.050293	0.967285	-44.029999	29.120001	200.270004	627.00	0.18	0.01	1.75	3.00	1.75	4.50	2.00	3.25	2.00	1.25	0.00	0.00	0.25	0.25	0.25	0.00	0.00	0.00	-0.145020	0.100586	1.006836	27.650000	-28.770000	10.640000	229.00	-0.19	-0.10
0.37	0.00	0.00	1.25	2.00	2.25	0.25	3.75	0.50	8.75	9.50	9.75	5.75	1.75	6.00	0.75	5.00	-0.221680	-0.032715	0.964844	-45.570000	30.799999	214.410004	605.00	0.19	0.01	2.00	3.50	1.75	5.00	2.25	3.00	1.75	1.25	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	-0.152344	0.100586	1.015625	22.120001	-34.790001	8.260000	233.00	-0.21	-0.10
0.38	0.00	0.25	1.50	1.75	1.75	0.25	3.50	0.50	8.50	9.50	9.75	5.50	1.75	5.75	0.50	5.00	-0.216797	0.046387	0.956055	-46.200001	31.920000	221.970001	588.00	0.19	0.01	2.25	4.00	2.25	5.00	2.25	3.25	2.00	0.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.124512	0.085938	0.965820	17.219999	-37.799999	7.350000	242.00	-0.22	-0.08
0.39	0.00	0.25	1.25	1.75	1.75	0.25	3.50	0.50	8.25	9.25	9.75	5.50	1.75	5.75	0.50	4.75	-0.276367	0.101562	0.933105	-46.270000	30.940001	225.259995	578.00	0.19	0.01	2.25	4.25	2.25	5.25	2.25	3.00	1.75	0.75	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	-0.129395	0.074707	0.976562	10.010000	-37.799999	5.880000	243.00	-0.22	-0.08
0.40	0.00	0.25	1.25	1.50	1.75	0.25	3.25	0.50	8.00	9.00	9.50	5.50	1.75	5.50	0.50	4.75	-0.276367	0.101562	0.933105	-45.920002	28.000000	224.419998	561.00	0.19	0.01	2.75	4.75	2.50	5.25	2.25	3.50	1.75	0.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.121094	0.130371	0.978027	2.310000	-37.520000	4.690000	258.00	-0.23	-0.08
0.41	0.00	0.25	1.25	1.50	1.50	0.25	3.00	0.50	7.50	8.75	9.25	5.50	1.75	5.00	0.25	4.50	-0.299805	0.212891	0.910645	-47.250000	15.190001	211.539993	534.00	0.19	0.00	3.00	5.00	2.75	5.75	2.25	2.75	1.75	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.145996	0.145020	0.985352	-1.890000	-37.450001	6.090000	260.00	-0.25	-0.07
0.42	0.00	0.25	1.00	1.50	1.50	0.25	3.00	0.75	6.75	8.25	9.00	5.25	1.75	4.75	0.50	4.75	-0.315430	0.265625	0.916504	-47.389999	6.720000	202.089996	517.00	0.19	-0.00	3.75	5.50	2.75	5.75	2.25	2.75	1.75	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.119141	0.050781	1.020508	-7.840000	-39.270000	5.460000	268.00	-0.26	-0.06
0.43	0.00	0.25	1.00	1.75	1.50	0.25	2.75	0.75	5.50	8.00	8.50	5.25	1.75	3.50	0.25	4.50	-0.335449	0.310059	0.909180	-48.160000	1.260000	194.389999	477.00	0.18	-0.02	4.00	5.75	3.00	6.00	2.50	2.75	2.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.121582	0.044434	0.979492	-9.100000	-40.529999	5.740000	285.00	-0.25	-0.06
0.44	0.00	0.50	1.50	2.00	1.50	0.50	2.75	1.00	4.50	7.75	8.25	5.25	1.75	2.75	0.00	4.50	-0.289551	0.376465	0.923828	-47.810001	-1.050000	186.830002	467.00	0.16	-0.03	4.50	6.25	3.25	6.25	2.50	2.75	1.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.100586	0.046387	0.972656	-9.450000	-38.990002	5.320000	293.00	-0.27	-0.06
0.45	0.00	0.75	1.50	2.50	1.50	1.00	2.25	1.50	3.25	7.50	8.00	5.00	1.50	1.75	0.00	4.50	-0.189453	0.505371	0.971680	-39.410000	1.540000	163.800003	445.00	0.14	-0.06	5.75	7.25	4.00	7.00	2.75	2.50	1.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.092773	0.054199	0.964355	-7.700000	-37.450001	5.250000	332.00	-0.28	-0.05
0.46	0.00	1.00	1.50	3.25	1.75	1.75	2.00	1.50	2.25	7.50	7.75	5.00	1.25	1.25	0.00	4.25	0.154785	0.201172	0.992676	-17.080000	6.580000	101.919998	439.00	0.11	-0.08	6.75	8.25	4.50	7.75	2.75	3.00	1.75	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.085449	0.064453	0.958496	-5.040000	-35.490002	5.250000	374.00	-0.28	-0.06
0.47	0.25	1.50	1.50	3.50	1.75	2.00	2.00	1.75	1.50	6.75	7.50	5.00	1.00	0.50	0.00	4.25	-0.076660	0.083008	1.011719	-3.990000	3.640000	43.750000	427.00	0.09	-0.10	7.75	9.00	5.00	8.00	3.25	3.00	1.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.088867	0.075684	0.975586	-2.310000	-33.740002	5.460000	401.00	-0.28	-0.05
0.48	0.50	1.75	1.75	4.25	1.75	2.25	1.75	1.75	1.00	6.25	7.50	4.75	0.75	0.00	0.00	4.25	-0.283203	0.319824	0.926270	-0.490000	2.870000	26.880001	421.00	0.06	-0.11	9.00	9.50	5.25	8.50	3.75	3.25	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.083008	0.108887	1.020508	1.750000	-36.119999	9.170000	439.00	-0.28	-0.05
0.49	0.75	2.25	2.00	4.50	1.75	2.50	1.75	1.50	0.75	6.25	7.25	4.50	0.75	0.00	0.00	4.00	-0.267090	0.317871	0.991211	4.410000	8.680000	42.139999	423.00	0.04	-0.11	9.50	10.50	5.75	9.00	3.75	3.25	1.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.076660	0.074707	0.984863	3.150000	-36.470001	10.080000	461.00	-0.29	-0.05
0.50	1.00	2.75	2.00	5.00	1.75	2.75	1.50	1.50	0.25	6.00	7.00	4.50	0.50	0.00	0.00	4.00	-0.205566	0.172852	0.979004	10.010000	12.880000	58.450001	420.00	0.02	-0.12	10.00	11.00	6.00	9.50	3.75	3.25	1.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.054199	0.080566	0.982910	5.040000	-35.000000	9.800000	479.00	-0.29	-0.05
0.51	1.25	3.00	1.75	5.25	1.50	3.00	1.50	1.25	0.00	6.00	7.00	4.75	0.00	0.00	0.00	4.00	-0.193848	0.030762	1.002441	15.680000	11.690000	61.040001	416.00	0.01	-0.12	10.75	11.75	6.50	9.50	3.75	3.25	1.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.059570	0.104980	1.005859	6.790000	-33.250000	9.870000	499.00	-0.30	-0.05
0.52	1.50	3.50	2.50	5.25	1.25	3.00	1.25	1.25	0.00	6.00	7.00	4.50	0.00	0.00	0.00	3.75	-0.203125	-0.033691	1.129395	22.680000	-3.850000	54.459999	421.00	-0.00	-0.12	11.25	12.50	7.00	9.75	4.25	3.25	1.75	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	-0.059570	0.101074	0.988770	6.860000	-32.130001	10.220000	528.00	-0.29	-0.05
0.53	1.50	3.75	2.00	5.25	1.00	2.50	1.25	0.75	0.00	5.75	7.00	4.25	0.00	0.00	0.00	3.75	-0.205078	0.019043	0.992188	23.100000	-14.700000	48.090000	397.00	0.00	-0.12	12.00	13.00	7.00	10.00	4.00	3.25	1.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.041504	0.098633	0.979492	6.160000	-30.380001	10.080000	537.00	-0.30	-0.05
0.54	1.25	3.75	1.50	5.25	1.00	2.50	1.25	1.00	0.00	5.50	6.75	4.50	0.00	0.00	0.00	4.00	-0.187500	0.102539	0.938477	21.770000	-14.630000	45.009998	391.00	0.01	-0.13	12.75	13.00	7.25	10.00	3.75	3.25	1.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.026855	0.106445	0.965820	4.760000	-27.719999	9.310000	545.00	-0.30	-0.04
0.55	1.00	3.50	1.75	5.00	0.75	2.25	1.25	1.00	0.00	6.00	6.75	4.50	0.00	0.00	0.00	4.00	-0.225586	0.230957	0.927734	23.660000	-8.260000	47.950001	386.00	0.02	-0.12	12.75	13.50	7.25	10.25	3.75	3.25	1.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.032715	0.086426	0.962402	3.080000	-25.410000	8.400000	553.00	-0.30	-0.05
0.56	1.00	3.50	1.75	5.00	0.75	2.00	1.25	0.75	0.00	5.50	6.75	4.25	0.00	0.00	0.00	4.00	-0.275391	0.336426	0.927246	26.040001	-8.540000	58.170002	372.00	0.01	-0.12	13.50	14.00	7.50	10.25	3.75	3.50	1.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.039551	0.093750	0.989258	2.240000	-23.170000	7.280000	570.00	-0.30	-0.04
0.57	0.75	3.25	1.50	4.75	0.50	2.00	1.25	0.75	0.00	5.75	6.50	4.25	0.00	0.00	0.00	4.00	-0.311523	0.376953	0.937012	27.719999	-7.000000	74.550003	359.00	0.03	-0.12	13.50	14.00	7.50	10.25	3.50	3.50	1.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.029785	0.084473	0.965332	1.540000	-21.700001	6.020000	568.00	-0.30	-0.05
0.58	0.50	3.25	1.25	4.75	0.50	1.50	1.00	0.75	0.00	5.00	6.50	4.25	0.00	0.00	0.00	3.75	-0.318359	0.361328	0.962891	29.049999	-5.390000	93.169998	335.00	0.03	-0.13	13.75	14.25	7.50	10.50	4.25	3.50	1.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.022949	0.097656	0.945312	0.560000	-19.460001	4.830000	584.00	-0.30	-0.04
0.59	0.75	3.00	1.25	4.25	0.25	1.75	1.00	0.75	0.00	5.50	6.75	4.25	0.00	0.00	0.00	3.75	-0.284180	0.302734	0.898926	28.000000	-3.920000	108.779999	338.00	0.04	-0.13	14.00	14.50	7.50	10.25	3.50	3.00	1.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.019043	0.110352	0.976562	-0.490000	-16.799999	3.920000	572.00	-0.31	-0.04
