# time	right pressure 1[N/cm²]	right pressure 2[N/cm²]	right pressure 3[N/cm²]	right pressure 4[N/cm²]	right pressure 5[N/cm²]	right pressure 6[N/cm²]	right pressure 7[N/cm²]	right pressure 8[N/cm²]	right pressure 9[N/cm²]	right pressure 10[N/cm²]	right pressure 11[N/cm²]	right pressure 12[N/cm²]	right pressure 13[N/cm²]	right pressure 14[N/cm²]	right pressure 15[N/cm²]	right pressure 16[N/cm²]	right acceleration X[g]	right acceleration Y[g]	right acceleration Z[g]	right angular X[dps]	right angular Y[dps]	right angular Z[dps]	right total force[N]	right center of pressure X[%]	right center of pressure Y[%]
4.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.75	0.00	0.00	0.00	1.00	0.00	0.00	0.966309	1.085449	3.418945	123.340004	577.849976	-183.470001	23.00	0.00	0.00
4.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.50	0.00	0.00	0.00	1.00	0.00	0.00	1.123535	3.416992	9.936523	80.779999	333.829987	-101.849998	17.00	0.00	0.00
4.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.50	0.00	0.00	0.00	0.25	0.00	0.00	2.864258	1.745117	5.853516	21.280001	19.180000	21.490000	11.00	0.00	0.00
4.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.25	0.25	0.00	0.00	0.25	0.00	0.00	1.669922	0.994141	4.186523	-69.510002	-202.160004	115.010002	11.00	0.00	0.00
4.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.75	0.00	0.00	0.00	0.00	0.25	0.00	1.357910	0.631836	2.744629	-125.020004	-279.510010	140.910004	14.00	0.00	0.00
4.20	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	1.549316	0.472168	2.088379	-120.470001	-287.000000	113.889999	8.00	0.00	0.00
4.21	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	1.519043	0.375000	2.359863	-61.040001	-302.959991	69.370003	8.00	0.00	0.00
4.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	1.350098	-0.006348	2.678711	-0.560000	-355.670013	21.980000	5.00	0.00	0.00
4.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	1.145996	-0.308594	2.637207	14.560000	-430.500000	-23.520000	5.00	0.00	0.00
4.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.648438	-0.356445	2.607910	-10.920000	-500.360016	-59.290001	3.00	0.00	0.00
4.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.235352	-0.158203	2.447266	-50.889999	-560.489990	-80.570000	5.00	0.00	0.00
4.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-0.113770	0.038086	2.083008	-83.019997	-605.080017	-89.809998	3.00	0.00	0.00
4.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-0.486816	0.217773	1.720215	-90.230003	-623.840027	-92.750000	3.00	0.00	0.00
4.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-0.660645	0.384766	1.353027	-68.739998	-616.840027	-91.419998	3.00	0.00	0.00
4.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-0.702148	0.569824	1.374023	-25.969999	-595.140015	-83.019997	3.00	0.00	0.00
4.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-0.736816	0.726074	1.804199	26.040001	-575.539978	-66.080002	3.00	0.00	0.00
4.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.740723	0.709961	2.067871	62.720001	-569.799988	-39.830002	0.00	0.00	0.00
4.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.772461	0.698242	2.051758	66.430000	-566.159973	-6.650000	0.00	0.00	0.00
4.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.964844	0.831543	2.250488	72.519997	-556.150024	20.440001	0.00	0.00	0.00
4.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.200195	0.907227	2.637207	108.709999	-546.140015	38.009998	0.00	0.00	0.00
4.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.876465	0.969727	3.302246	143.360001	-538.859985	82.739998	0.00	0.00	0.00
4.36	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2.506348	0.847168	3.463867	140.770004	-532.280029	122.290001	3.00	0.00	0.00
4.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3.262207	0.696289	3.357910	143.779999	-512.750000	150.570007	0.00	0.00	0.00
4.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3.926270	0.699707	3.360352	147.070007	-484.330017	165.199997	0.00	0.00	0.00
4.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-4.355957	0.715820	3.166992	137.270004	-452.970001	177.100006	0.00	0.00	0.00
4.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-4.378418	0.896484	2.305664	109.059998	-418.040009	194.809998	0.00	0.00	0.00
4.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-4.997070	0.542969	1.878418	125.370003	-354.619995	237.369995	0.00	0.00	0.00
4.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-6.208008	-0.393066	1.634277	139.720001	-288.679993	252.630005	0.00	0.00	0.00
4.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-6.913086	-0.704590	0.472656	72.519997	-230.580002	208.880005	0.00	0.00	0.00
4.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-7.129883	-0.051270	-0.377930	14.700000	-161.000000	118.090004	0.00	0.00	0.00
4.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-7.080566	0.259766	-0.478516	49.070000	-78.190002	16.940001	0.00	0.00	0.00
4.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-6.914551	-0.182617	-0.277832	95.199997	0.840000	-36.540001	0.00	0.00	0.00
4.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-6.304688	-0.699707	-0.129395	72.870003	76.930000	-28.490000	0.00	0.00	0.00
4.48	1.00	1.50	0.50	0.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-5.550293	-2.487793	1.810059	-107.099998	164.360001	42.630001	38.00	0.00	0.00
4.49	4.50	8.75	2.00	3.25	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.25	0.00	0.00	0.00	0.00	0.446777	1.616699	1.820801	-139.020004	265.160004	89.739998	190.00	-0.35	-0.08
4.50	16.00	18.25	4.00	6.50	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.50	0.00	0.25	0.00	0.00	2.747559	-0.704590	1.247070	-34.439999	253.330002	145.669998	460.00	-0.36	-0.05
4.51	22.50	20.50	8.00	10.25	0.25	0.00	0.00	0.00	0.25	0.00	0.25	0.50	0.00	0.50	0.00	0.00	-1.652344	-1.600098	1.524414	-85.470001	330.470001	100.800003	641.00	-0.35	-0.04
4.52	25.00	21.75	10.25	12.00	0.75	0.75	0.00	0.00	0.25	0.25	0.25	0.50	0.25	0.75	0.00	0.00	-2.501953	-1.691895	5.579102	-126.559998	483.279999	32.900002	744.00	-0.34	-0.04
4.53	25.00	21.00	11.75	13.00	1.75	1.75	0.25	0.00	0.25	0.25	0.25	0.50	0.00	1.00	0.00	0.00	0.016113	-1.257812	4.299805	-156.800003	404.390015	-30.240000	790.00	-0.33	-0.03
4.54	24.25	19.75	13.00	13.50	2.75	3.00	0.25	0.00	0.25	0.50	0.00	0.25	0.25	0.75	0.00	0.00	0.016113	0.010254	1.316406	-136.639999	314.019989	-74.410004	812.00	-0.32	-0.04
4.55	23.25	18.75	13.50	13.75	5.00	4.50	0.25	0.50	0.25	0.00	0.00	0.25	0.00	1.25	0.00	0.00	-0.717285	0.713379	2.749512	-33.529999	236.600006	-26.880001	846.00	-0.31	-0.04
4.56	22.75	17.75	13.75	14.00	5.75	5.25	0.25	1.00	0.00	0.25	0.00	0.25	0.50	1.25	0.00	0.00	-0.433594	0.069336	1.941895	-28.559999	152.180008	2.940000	865.00	-0.30	-0.05
4.57	21.75	17.75	13.50	13.75	6.50	5.75	0.25	0.75	0.00	0.00	0.00	0.50	0.25	1.25	0.00	0.00	-0.004883	-0.217773	1.083008	-13.370000	103.529999	2.030000	857.00	-0.30	-0.05
4.58	20.75	17.00	13.25	13.50	6.75	6.25	0.50	1.00	0.00	0.00	0.00	0.00	0.25	1.00	0.00	0.00	-0.045410	0.087891	1.027344	1.400000	98.840004	-9.100000	843.00	-0.30	-0.05
4.59	19.50	16.25	13.00	13.25	7.00	7.00	0.50	1.25	0.00	0.00	0.00	0.00	0.25	1.50	0.00	0.00	-0.203125	0.322266	1.361816	0.420000	90.019997	-6.370000	836.00	-0.29	-0.05
4.60	18.00	15.00	12.50	12.50	7.50	6.75	0.50	1.50	0.00	0.00	0.00	0.00	0.50	1.50	0.00	0.00	-0.145996	0.157715	1.114746	-9.450000	63.490002	4.480000	804.00	-0.28	-0.05
4.61	16.00	13.75	11.75	12.00	7.50	6.75	0.50	1.75	0.00	0.00	0.00	0.00	0.75	1.50	0.00	0.00	-0.122070	-0.020508	1.093750	-7.490000	48.439999	6.580000	764.00	-0.27	-0.06
4.62	14.75	12.50	11.00	11.50	7.25	6.50	0.50	1.75	0.00	0.00	0.00	0.00	0.25	1.75	0.00	0.00	-0.127930	0.090332	1.049316	0.070000	35.700001	3.290000	718.00	-0.27	-0.06
4.63	12.50	11.25	10.50	10.50	7.00	6.25	0.75	1.75	0.00	0.00	0.00	0.00	0.50	1.75	0.00	0.00	-0.113770	0.040527	0.985352	4.690000	30.030001	3.780000	667.00	-0.26	-0.06
4.64	10.25	9.75	9.50	9.75	6.50	6.00	0.75	1.75	0.00	0.00	0.00	0.00	0.75	2.00	0.00	0.00	-0.058594	-0.013184	0.984863	10.780000	31.570000	0.700000	607.00	-0.25	-0.06
4.65	8.25	8.25	8.50	9.00	6.00	5.50	0.75	2.00	0.00	0.00	0.00	0.00	0.75	1.75	0.00	0.00	-0.088379	0.080078	0.999023	15.820000	34.720001	-3.640000	544.00	-0.24	-0.07
4.66	6.25	7.25	7.75	8.25	5.50	5.00	0.75	2.00	0.00	0.00	0.00	0.00	0.50	2.00	0.00	0.00	-0.118652	0.096680	1.004883	15.820000	35.630001	-5.110000	486.00	-0.23	-0.07
4.67	5.25	6.00	6.75	7.25	4.75	4.75	0.75	2.00	0.00	0.00	0.00	0.00	1.00	2.00	0.00	0.00	-0.102539	0.128906	0.953613	12.950000	33.810001	-6.160000	436.00	-0.21	-0.08
4.68	3.75	5.00	5.75	6.25	4.25	3.00	0.75	2.25	0.25	0.00	0.00	0.25	1.50	2.25	0.00	0.00	-0.068359	0.135742	0.969727	8.680000	29.469999	-5.600000	381.00	-0.19	-0.08
4.69	2.75	3.25	5.00	5.50	3.50	2.75	0.75	2.50	0.75	0.25	0.00	0.50	2.50	2.75	0.00	0.25	-0.136719	0.100098	0.959961	4.270000	22.540001	-3.710000	356.00	-0.13	-0.09
4.70	2.25	3.00	3.75	4.75	3.00	1.75	0.75	2.50	0.50	0.25	0.00	0.50	3.00	3.75	0.00	0.50	-0.219727	0.102051	0.980469	2.450000	19.110001	-2.450000	321.00	-0.10	-0.10
4.71	1.50	2.25	2.75	3.50	2.50	1.00	0.75	2.50	1.25	0.25	0.00	1.00	3.50	5.50	0.25	0.75	-0.216797	0.104980	0.992676	1.260000	16.240000	-0.910000	306.00	-0.02	-0.09
4.72	1.00	2.00	2.00	3.00	2.00	0.75	0.75	2.50	1.50	0.75	0.50	1.25	4.25	7.00	0.25	1.00	-0.193359	0.098633	0.967773	0.840000	14.000000	-1.400000	314.00	0.04	-0.09
4.73	0.75	1.50	1.75	2.00	1.50	0.00	0.75	2.75	2.00	1.25	0.75	1.75	4.75	8.25	0.75	1.25	-0.191406	0.123047	0.989746	0.700000	14.980000	-3.500000	324.00	0.11	-0.08
4.74	0.75	0.50	1.25	1.75	1.25	0.00	0.75	2.50	2.50	1.75	1.25	2.25	5.25	10.25	1.25	1.75	-0.193848	0.112305	0.972168	-0.350000	19.460001	-9.590000	352.00	0.16	-0.06
4.75	0.75	0.75	1.00	1.25	0.75	0.00	0.75	2.50	3.50	2.50	1.75	2.50	5.75	12.25	1.75	2.25	-0.175781	0.138672	0.990723	0.350000	23.799999	-13.090000	398.00	0.19	-0.05
4.76	0.50	0.25	1.00	1.00	0.50	0.00	0.50	2.25	4.50	3.25	2.50	3.50	6.00	14.75	2.75	2.75	-0.204590	0.141113	0.996582	2.800000	32.130001	-18.270000	454.00	0.23	-0.04
4.77	0.25	0.25	0.25	1.00	0.25	0.00	0.50	2.00	5.50	4.50	3.25	3.75	6.75	16.75	3.75	3.25	-0.167969	0.128906	1.137695	8.260000	42.770000	-22.889999	510.00	0.26	-0.03
4.78	0.50	0.50	0.75	0.75	0.25	0.00	0.25	2.00	7.00	6.25	4.25	4.50	7.50	18.50	5.50	4.00	-0.263184	0.111816	1.022461	15.330000	54.880001	-24.990000	614.00	0.26	-0.03
4.79	0.25	0.25	0.50	0.75	0.00	0.00	0.25	1.75	8.00	8.00	6.00	6.00	7.50	20.50	6.75	5.25	-0.319336	0.120605	1.043945	22.540001	75.040001	-25.480000	702.00	0.27	-0.02
4.80	0.00	0.25	0.50	0.75	0.00	0.00	0.00	1.25	9.00	8.75	7.50	6.00	7.50	22.25	7.50	6.00	-0.238770	0.115723	1.147949	26.530001	118.370003	-26.530001	752.00	0.28	-0.02
4.81	0.25	0.00	0.50	0.50	0.00	0.00	0.00	1.00	9.75	9.50	8.25	7.00	7.25	23.75	8.75	6.75	-0.298828	0.154297	1.285156	28.840000	173.110001	-29.960001	809.00	0.29	-0.01
4.82	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.50	10.50	10.00	8.50	6.50	6.75	25.00	9.50	7.00	-0.253906	0.110352	1.291504	26.320000	217.419998	-32.759998	819.00	0.30	0.00
4.83	0.00	0.00	0.25	0.25	0.00	0.00	0.00	0.25	11.00	10.25	8.50	6.50	6.25	26.25	10.25	7.75	-0.379395	0.061035	1.311035	7.140000	263.899994	-31.850000	845.00	0.30	0.01
4.84	0.25	0.00	0.00	0.25	0.00	0.00	0.00	0.25	11.25	10.75	8.50	6.00	5.50	27.00	10.75	8.25	-0.395508	0.125488	1.381836	-8.680000	298.829987	-32.759998	856.00	0.31	0.01
4.85	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	11.50	10.75	8.25	5.50	4.50	27.25	11.00	8.75	-0.429688	0.154785	1.439453	-15.820000	329.489990	-37.869999	844.00	0.31	0.02
4.86	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	11.25	11.25	8.25	4.75	4.00	27.50	11.25	9.25	-0.449707	0.054199	1.283203	-17.570000	366.309998	-42.840000	841.00	0.31	0.03
4.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.50	11.50	8.00	4.50	2.50	26.75	11.50	9.50	-0.451172	0.074219	1.305176	-11.410000	410.690002	-43.330002	810.00	0.32	0.03
4.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.75	11.50	8.00	4.00	1.75	25.75	11.00	9.50	-0.493164	0.186035	1.392578	-6.860000	465.080017	-44.869999	775.00	0.32	0.03
4.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.25	11.00	7.75	3.50	1.50	23.75	10.50	9.25	-0.700684	0.302246	1.556152	-5.110000	532.210022	-52.290001	716.00	0.32	0.03
4.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.50	9.50	6.50	3.00	0.75	21.00	9.25	8.25	-1.159668	0.445801	2.127930	11.830000	602.979980	-61.529999	611.00	0.32	0.03
4.91	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	5.25	7.75	4.00	2.25	0.75	17.25	7.50	6.50	-1.977051	0.538574	3.274902	57.610001	663.320007	-53.340000	486.00	0.33	0.04
4.92	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	3.75	5.50	1.75	1.50	0.00	12.25	5.25	4.25	-2.897949	0.688965	4.307617	129.710007	697.619995	-20.020000	327.00	0.33	0.06
4.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.50	3.75	1.25	1.00	0.25	8.25	3.50	1.75	-3.043457	0.767578	4.774902	225.050003	709.590027	26.040001	214.00	0.33	0.06
4.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.75	2.25	0.50	0.75	0.00	5.50	1.75	0.75	-2.218750	-0.176758	5.552734	299.880005	683.970032	20.650000	129.00	0.33	0.08
4.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	1.25	0.00	0.00	0.00	2.00	0.00	0.00	0.982910	0.439453	4.628418	179.270004	565.599976	-101.010002	37.00	0.00	0.00
4.96	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.25	0.50	0.00	0.00	0.00	1.00	0.00	0.00	1.245117	0.944824	3.112793	128.589996	561.960022	-177.520004	20.00	0.00	0.00
4.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.25	0.00	0.00	0.75	0.00	0.00	1.150879	3.437988	9.778320	79.099998	337.119995	-111.650002	17.00	0.00	0.00
4.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.50	0.00	0.00	3.062988	1.966309	5.712891	24.150000	38.849998	7.490000	9.00	0.00	0.00
4.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.50	0.00	0.00	0.00	0.00	0.00	0.00	1.952148	1.148926	4.232910	-54.320000	-180.250000	101.010002	8.00	0.00	0.00
5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	1.575195	0.748535	2.773926	-100.169998	-262.149994	130.199997	3.00	0.00	0.00
5.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.25	0.00	0.00	1.666016	0.523926	2.155273	-93.590004	-273.700012	109.830002	5.00	0.00	0.00
5.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	1.660156	0.375000	2.249023	-41.650002	-287.350006	74.550003	3.00	0.00	0.00
5.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	1.505371	0.049316	2.727539	11.200000	-335.160004	38.290001	5.00	0.00	0.00
5.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	1.317871	-0.182129	2.884766	27.650000	-419.649994	5.180000	3.00	0.00	0.00
5.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.837402	-0.247559	2.676758	11.200000	-506.029999	-19.950001	5.00	0.00	0.00
5.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.249023	-0.173340	2.359863	-20.790001	-564.479980	-37.240002	5.00	0.00	0.00
5.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-0.121094	-0.054688	2.066406	-51.310001	-595.419983	-46.970001	3.00	0.00	0.00
5.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-0.431152	0.127930	2.005371	-63.490002	-613.270020	-50.470001	3.00	0.00	0.00
5.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-0.654785	0.302734	2.026855	-47.250000	-624.470032	-48.650002	3.00	0.00	0.00
5.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.784180	0.366699	1.960449	-10.500000	-629.789978	-40.810001	0.00	0.00	0.00
5.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.908203	0.417969	2.041992	29.260000	-626.010010	-28.280001	0.00	0.00	0.00
5.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.007812	0.448242	2.253418	56.980000	-617.400024	-12.950000	0.00	0.00	0.00
5.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-1.375488	0.482422	2.354492	66.709999	-609.000000	5.600000	3.00	0.00	0.00
5.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.375488	0.700195	2.612305	67.129997	-599.059998	24.780001	0.00	0.00	0.00
5.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.961914	0.911621	3.123535	98.489998	-572.179993	73.989998	0.00	0.00	0.00
5.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2.543945	0.767090	3.335938	111.300003	-550.409973	102.059998	0.00	0.00	0.00
5.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3.114746	0.667969	3.447754	111.440002	-528.500000	125.580002	0.00	0.00	0.00
5.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3.741211	0.502930	3.262695	110.110001	-500.149994	142.380005	0.00	0.00	0.00
5.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-4.151367	0.448242	3.024902	96.599998	-460.670013	151.690002	0.00	0.00	0.00
5.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-4.318848	0.646484	2.648926	68.459999	-421.679993	163.100006	0.00	0.00	0.00
5.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-4.770020	0.683594	2.226562	56.840000	-376.809998	197.960007	0.00	0.00	0.00
5.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-5.200195	0.365234	1.190430	51.310001	-322.350006	248.919998	0.00	0.00	0.00
5.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-6.306152	0.062988	0.631836	28.210001	-254.240005	273.070007	0.00	0.00	0.00
5.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-6.701660	0.307617	-0.270020	-0.840000	-184.660004	232.050003	0.00	0.00	0.00
5.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-6.688477	0.325195	-0.562500	27.370001	-106.190002	144.130005	3.00	0.00	0.00
5.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-6.599609	-0.180176	-0.138184	88.410004	-31.780001	47.670002	0.00	0.00	0.00
5.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	-6.220215	-0.874023	-0.043945	94.360001	30.660000	-12.110000	5.00	0.00	0.00
5.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-5.539551	-0.864258	0.056641	23.870001	94.919998	-32.970001	0.00	0.00	0.00
5.29	0.50	1.50	0.50	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-4.202148	-0.796387	0.337891	-73.639999	164.430008	-17.920000	30.00	0.00	0.00
5.30	4.50	8.00	1.75	3.25	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.75	0.00	0.00	0.00	0.00	1.204102	1.500977	2.081055	-66.570000	257.250000	26.809999	186.00	-0.34	-0.08
5.31	15.75	17.00	4.50	7.75	0.00	0.00	0.00	0.00	0.25	0.50	0.25	0.50	0.00	0.25	0.00	0.00	2.188965	-0.166992	1.201660	13.650000	207.550003	83.860001	473.00	-0.35	-0.05
5.32	21.75	21.00	8.25	10.25	0.25	0.00	0.00	0.00	0.50	0.25	0.25	0.00	0.00	0.25	0.00	0.00	-1.352539	-1.360352	0.124023	17.850000	336.070007	60.970001	640.00	-0.35	-0.04
5.33	24.00	22.25	10.50	12.75	1.00	1.75	0.00	0.00	0.25	0.50	0.00	0.50	0.00	0.50	0.00	0.00	-2.312988	0.152344	6.333496	17.710001	498.399994	6.020000	758.00	-0.34	-0.04
5.34	24.00	22.00	11.75	13.75	1.75	3.00	0.00	0.00	0.25	0.25	0.25	0.25	0.00	0.50	0.00	0.00	-1.327637	0.012207	4.501465	-12.390000	352.730011	-6.440000	800.00	-0.33	-0.04
5.35	23.00	21.25	12.00	14.00	2.25	4.50	0.00	0.25	0.00	0.50	0.00	0.25	0.00	0.50	0.00	0.00	-0.188477	0.393066	2.080566	26.389999	226.380005	-27.440001	811.00	-0.33	-0.05
